AbrahamDLC;Sons of Abraham;;;;;;;;;;;Sons of Abraham;;x
LANDING_DLC067_TEXT;Main Features: \n- East African Portrait Pack \n- Late Byzantine Clothing Pack \n- Eastern Europe Female Model Pack \n- African Female and Male Model Packs\n\nWith the release of the deadly The Reaper's Due expansion, a new Content Pack was released to bring more diversity to the life of the Middle Ages.;;;;;;;;;;;Îñîáåííîñòè:\n- East African Portrait Pack\n- Late Byzantine Clothing Pack\n- Eastern Europe Female Model Pack\n- African Female and Male Model Packs\n\n Ýòîò íàáîð áûë äîáàâëåí ñ âûõîäîì äîïîëíåíèÿ The Reaper's Due, ÷òîáû ïðèâíåñòè ðàçíîîáðàçèå â ñðåäíåâåêîâûé àíòóðàæ.;;x
LANDING_DLC068_TEXT;Main Features: \n- Five metal soundtracks \n\nOutfit your dynasty with the power to rock! Five completely original compositions have been created to add intensity to your Crusader Kings experience, with inspirations drawn from Viking music, the Main Theme, Nordic culture, and – of course – heavy metal. \n\nSong Tracks: \n- Crusader Kings II - Main Theme \n- A Viking Trail \n- Ahurani Rain \n- Passage Grave \n- We're That Perfect Storm;;;;;;;;;;;Îñîáåííîñòè:\n- Ïÿòü çâóêîâûõ äîðîæåê â ñòèëå ìåòàëë\n\nÏðèäàéòå ñâîåé äèíàñòèè ñèëó ðîêà! Ïÿòü îðèãèíàëüíûõ êîìïîçèöèé áûëè ñîçäàíû ñïåöèàëüíî äëÿ ýòîé èãðû. Â íèõ ïðèñóòñòâóþò ìîòèâû èç âñòóïèòåëüíîé çàñòàâêè, ìóçûêè âèêèíãîâ è, êîíå÷íî æå, òÿæ¸ëûé ìåòàëë!\n\nÇâóêîâûå äîðîæêè:\n- Crusader Kings II - Main Theme\n- A Viking Trail\n- Ahurani Rain\n- Passage Grave\n- We're That Perfect Storm;;x
LANDING_DLC069_TEXT;Main Features: \n- Join a Society of your liking \n- Relics and Special Items \n\nAdditional Features: \n- New Orders for Councilors \n- New clothing and hairstyles \n- New portraits and unit models for English and German Cultures;;;;;;;;;;;Îñîáåííîñòè:\n- Âñòóïëåíèå â ñîîáùåñòâà\n- Ðåëèêâèè è îñîáûå ïðåäìåòû\n\nÊðîìå òîãî:\n- Íîâûå îðäåíû è ñîâåòíèêè\n- Íîâàÿ îäåæäà è ïðè÷¸ñêè\n- Íîâûå ïîðòðåòû è ôèãóðêè âîéñê äëÿ àíãëè÷àí è ãåðìàíöåâ;;x
LANDING_DLC071_TEXT;Main Features: \n- Five soundtracks for characters in a Society \n\nHymns of Revelations reminds you of the new sacred duties available to you in the new expansion Monks and Mystics. Five new songs transport your soul to heavenly heights while you scheme and plot on earth. Composed and produced by Yannick Süß & Robin Birner (Audinity). \n\nSong Tracks: \n- Agnus Dei \n- Ave Maris Stella \n- Deus Misere \n- Mystery \n- Rorate Caeli;;;;;;;;;;;Îñîáåííîñòè:\n- Ïÿòü çâóêîâûõ äîðîæåê äëÿ ïåðñîíàæåé, ñîñòîÿùèõ â îáùåñòâàõ\n\nÍàáîð Hymns of Revelations íàïîìèíèò Âàì î íîâûõ ñâÿùåííûõ îáÿçàííîñòÿõ âî âðåìÿ èãðû ñ äîïîëíåíèåì Monks and Mystics. Ïÿòü íîâûõ ïåñåí ïåðåíåñóò Âàøó äóøó â ðàéñêèå êóùè, ïîêà Âàøå òåëî ïëåò¸ò çàãîâîðû è ñòðîèò êîçíè íà çåìëå. Êîìïîçèòîðû - ßíèê Ñóññ è Ðîáèí Áèðíåð (Audinity).\n\nÇâóêîâûå äîðîæêè:\n- Agnus Dei\n- Ave Maris Stella\n- Deus Misere\n- Mystery\n- Rorate Caeli;;x
LANDING_DLC072_TEXT;Main Features: \n- Unique face combinations for characters of Southern Indian cultures \n- Please note that you might have been granted ownership of this DLC through owning other Crusader Kings II content. \nIn honor of the 5th Birthday of Crusader Kings II, we are giving a celebratory gift to all of our players! Add extra variety to your game with the inclusion of these Southern-Indian inspired portraits.;;;;;;;;;;;Îñîáåííîñòè:\n- Óíèêàëüíûå âèäû ëèö äëÿ ïåðñîíàæåé þæíî-èíäèéñêèõ êóëüòóð\n- Îáðàòèòå âíèìàíèå, ÷òî, âîçìîæíî, Âû óæå ïîëó÷èëè äîñòóï ê ýòîìó DLC, ïðèîáðåòàÿ äðóãîé êîíòåêò äëÿ èãðû Crusader Kings II.\nÂ ÷åñòü ïÿòèëåòèÿ èãðû Crusader Kings II ìû äàðèì ýòîò íàáîð âñåì èãðîêàì! Óêðàñüòå èãðó ðàçíîîáðàçèåì, äîáàâèâ â íå¸ ïîðòðåòû ïðàâèòåëåé Þæíîé Èíäèè.;;x
LANDING_DLC073_TEXT;Main Features: \n- Interact with the Chinese Empire \n- A new Tributary system \n- Trade and Treasure \n\nAdditional Features: \n- New Chinese and Tibetan portraits \n- New Casus Bellis \n- Chinese Units and Warfare \n- New religions;;;;;;;;;;;Îñîáåííîñòè:\n- Âçàèìîäåéñòâèå ñ Êèòàåì\n- Íîâàÿ ñèñòåìà ïîä÷èíåíèÿ ãîñóäàðñòâ (äàííèêè è ñàòåëëèòû)\n- Òîðãîâëÿ è àðòåôàêòû\n\nÊðîìå òîãî:\n- Íîâûå ïîðòðåòû äëÿ êèòàéöåâ è òèáåòöåâ\n- Íîâûå âèäû âîéí (íåçàêîííûå, âàññàëèçàöèÿ è ïðî÷èå)\n- Êèòàéñêèå ôèãóðêè âîéñê è íîâûå òàêòèêè\n- Íîâûå ðåëèãèè;;x
LANDING_DLC074_TEXT;Main Features:\n- Shattered and Random Worlds \n- Pagan Warrior Lodges \n- Legendary Bloodlines \n- Dynamic Pagan Reformation \n\nAdditional Features: \n- Sainthood & Coronations \n- Sway or Antagonize Your Neighbors \n- New Crusade Events \n- New Succession Laws, and a Kill List\n- Portraits for Arab, Slavic, French and Italian cultures\n- New units for Bedouin, Berber and Levantine cultures;;;;;;;;;;;Îñîáåííîñòè:\n- Ðàñêîëîòûé è Ñëó÷àéíûé ìèðû\n- Âîèíñêèå ëîæè\n- Ëåãåíäàðíûå ðîäîñëîâíûå\n- Äèíàìè÷åñêàÿ ðåôîðìàöèÿ ÿçû÷åñòâà\n\nÊðîìå òîãî:\n- Êàíîíèçàöèÿ ñâÿòûõ è êîðîíàöèÿ\n- Óëó÷øåíèå èëè óõóäøåíèå âçàèìîîòíîøåíèé\n- Íîâûå êðåñòîâûå ïîõîäû\n- Íîâûå çàêîíû íàñëåäîâàíèÿ è ñïèñêè óáèòûõ\n- Íîâûå ïîðòðåòû àðàáîâ, ñëàâÿí, èòàëüÿíöåâ è ôðàíöóçîâ\n- Íîâûå ôèãóðêè âîéñê áåäóèíñêèõ, áåðáåðñêèõ è ëåâàíòèéñêèõ êóëüòóð;;x
LANDING_DLC076_TEXT;Main Features: \n- Four soundtracks of Pagan inspired folk-metal \n\nPagan Fury Music Pack contains four new songs, totalling almost 16 minutes, performed by the Official Crusader Kings band - Pagan Fury.\n\nSong Tracks: \n- A Toast To You \n- Going To War \n- La Le Lej \n- Til The Day We Die;;;;;;;;;;;"Îñîáåííîñòè: \n- ×åòûðå çâóêîâûõ äîðîæêè â ñòèëå ìåòàëë ïî òåìàòèêå ÿçû÷íèêîâ\n\nÍàáîð ""Pagan Fury Music Pack"" ñîäåðæèò 4 íîâûõ ïåñíè äëèòåëüíîñòüþ 16 ìèíóò, èñïîëíåííûå îôèöèàëüíîé ãðóïïîé Crusader Kings - Pagan Fury.\n\nÇâóêîâûå äîðîæêè: \n- A Toast To You \n- Going To War \n- La Le Lej \n- Til The Day We Die";;x
LANDING_DLC078_TEXT;Main Features: \n- Pagan Fury, The folk metal band led by Arven Labour has composed four new energetic tracks that get the blood moving as rally your vassals around your banner. Pagan Fury has contributed music to Paradox Development Studio games since 2018, and their passion for thematic music now continues into the next generation of grand strategy games.\n\nSong Tracks: \n- Broken Heroes \n- Sacred Heart \n- Flood of Fire \n- Nuria;;;;;;;;;;;Îñîáåííîñòè:\n- Pagan Fury ïèøåò ìóçûêó äëÿ èãð Paradox Development Studio ñ 2018 ãîäà, è èõ ñòðàñòü ê òåìàòè÷åñêîé ìóçûêå òåïåðü ïðîäîëæàåòñÿ â ñëåäóþùåì ïîêîëåíèè ãðàíäèîçíûõ ñòðàòåãè÷åñêèõ èãð.\n\nÇâóêîâûå äîðîæêè:\n- Broken Heroes \n- Sacred Heart \n- Flood of Fire \n- Nuria;;x
LANDING_EXAMPLE_TITLE_DLC001;Interesting characters to play:;;;;;;;;;;;Èíòåðåñíûå ïåðñîíàæè äëÿ èãðû:;;x
LANDING_EXAMPLE_TITLE_DLC002;Example Portraits:;;;;;;;;;;;Ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXAMPLE_TITLE_DLC008;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC010;Interesting characters to play:;;;;;;;;;;;Èíòåðåñíûå ïåðñîíàæè äëÿ èãðû:;;x
LANDING_EXAMPLE_TITLE_DLC012;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC013;Example Portraits:;;;;;;;;;;;Ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXAMPLE_TITLE_DLC014;Example Portraits:;;;;;;;;;;;Ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXAMPLE_TITLE_DLC015;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC016;Example Portraits:;;;;;;;;;;;Ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXAMPLE_TITLE_DLC020;Example Portraits:;;;;;;;;;;;Ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXAMPLE_TITLE_DLC021;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC027;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC028;Example Portraits:;;;;;;;;;;;Ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXAMPLE_TITLE_DLC029;Interesting characters to play:;;;;;;;;;;;Èíòåðåñíûå ïåðñîíàæè äëÿ èãðû:;;x
LANDING_EXAMPLE_TITLE_DLC033;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC034;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC037;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC038;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC040;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC041;Example Portraits:;;;;;;;;;;;Ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXAMPLE_TITLE_DLC043;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC044;Example Portraits:;;;;;;;;;;;Ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXAMPLE_TITLE_DLC046;Example Portraits:;;;;;;;;;;;Ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXAMPLE_TITLE_DLC047;Example Portraits:;;;;;;;;;;;Ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXAMPLE_TITLE_DLC048;Interesting characters to play:;;;;;;;;;;;Èíòåðåñíûå ïåðñîíàæè äëÿ èãðû:;;x
LANDING_EXAMPLE_TITLE_DLC051;Example Units:;;;;;;;;;;;Ïðèìåðû ôèãóðîê âîéñê:;;x
LANDING_EXAMPLE_TITLE_DLC052;Example Portraits:;;;;;;;;;;;Ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXAMPLE_TITLE_DLC055;Example Content:;;;;;;;;;;;Ïðèìåð êîíòåíòà:;;x
LANDING_EXAMPLE_TITLE_DLC063;Example Content:;;;;;;;;;;;Ïðèìåð êîíòåíòà:;;x
LANDING_EXAMPLE_TITLE_DLC067;Example Content:;;;;;;;;;;;Ïðèìåð êîíòåíòà:;;x
LANDING_EXAMPLE_TITLE_DLC072;More example portraits:;;;;;;;;;;;Åù¸ ïðèìåðû ïîðòðåòîâ:;;x
LANDING_EXPANSION_FLAVOR_TEXT_DLC007;"Description: \nIn the turmoil of Europe, the Holy Father declares that all those who go to liberate the Holy Land will be freed of their sins. Islam, with several large kingdoms and empires, is under attack by the fractious Catholic realms. One must rise up to defend their faith. \n\n§YThe Sword of Islam§! adds playable Muslim rulers to the game, and with them comes new unique gameplay. Balance Greed versus Nobility with the Dynasty Decadence System. Islam is traditionally a religion of modesty, Decadence can cause your dynasty to collapse from within if you engage in immoral behavior. With a different culture enabling polygamy, one can have up to four wives for Muslim rulers. \n\n""The Ummah is under attack. All true Muslims must be charitable in peace and relentless in Jihad. Let the Sword of Islam fall upon the infidels that threaten our lands, our faith!""";;;;;;;;;;;"Â Åâðîïå ñóìàòîõà. Ñâÿòîé îòåö îáúÿâèë, ÷òî ëþáîìó, êòî îòïðàâèòñÿ â ïîõîä íà Ñâÿòóþ Çåìëþ, áóäåò äàðîâàíî ïðîùåíèå ãðåõîâ. Èñëàì, ñ íåñêîëüêèìè áîëüøèìè êîðîëåâñòâàìè è èìïåðèÿìè, ïîäâåðãñÿ íàïàäåíèþ ðàçäðîáëåííûõ êàòîëè÷åñêèõ ãîñóäàðñòâ. Êòî-òî äîëæåí âñòàòü íà çàùèòó âåðû.\nÄîïîëíåíèå ""Sword of Islam"" ïîçâîëÿåò èãðàòü çà ïðàâèòåëåé-ìóñóëüìàí è äîáàâëÿåò íîâûé óíèêàëüíûé èãðîâîé ïðîöåññ. Áàëàíñèðóéòå ìåæäó æàäíîñòüþ è áëàãîðîäñòâîì ñ íîâîé ñèñòåìîé óïàäêà äèíàñòèè. Èñëàì òðàäèöèîííî ñäåðæàííàÿ ðåëèãèÿ, óïàäîê ìîæåò ïðèâåñòè ê êðàõó Âàøåé äèíàñòèè èçíóòðè, åñëè Âàøå ïîâåäåíèå ïîêàæåòñÿ äðóãèì àìîðàëüíûì. Ýòà êóëüòóðà ïîçâîëÿåò ìíîãîæåíñòâî - ó ìóñóëüìàíñêèõ ïðàâèòåëåé ìîæåò áûòü äî ÷åòûð¸õ æåí.\n""Óììà ïîäâåðãëàñü àòàêå. Âñå èñòèííûå ìóñóëüìàíå äîëæíû ïðîÿâèòü ìèëîñåðäèå â ìèðíîå âðåìÿ, íî áûòü áåçæàëîñòíûìè â äæèõàäå. Ïóñòü ìå÷ èñëàìà ïîðàçèò íåâåðíûõ, êîòîðûå óãðîæàþò íàøèì çåìëÿì è íàøåé âåðå!""";;x
LANDING_EXPANSION_FLAVOR_TEXT_DLC011;Description: \nThe Legacy of Rome expansion focuses on the rich political world of Byzantine Empire. The vassals have been scheming, they have split into factions, and they are banding together to revolt against your rule. This expansion contains a wealth of new features to outsmart them and maintain your empire. \n\nNew sets of decisions and events specifically designed with the Byzantine Empire in mind, like being able to blind and castrate your prisoners.\n\nOrthodox rulers can Mend the Schism, reuniting the Western and Eastern halves of the church and rendering Roman Catholicism a heresy. You also get a new army type, Retinues. The difference from feudal levies, those of the Byzantines never need to be disbanded.\n\nThe final breaths of the Roman Empire are in your hands!;;;;;;;;;;;"Äîïîëíåíèå ""Legacy of Rome"" ñîñðåäîòî÷åíî íà áîãàòîé ïîëèòè÷åñêîé æèçíè Âèçàíòèéñêîé èìïåðèè. Êîâàðíûå âàññàëû ñîçäàëè ôðàêöèè è îáúåäèíèëèñü, ÷òîáû âîññòàòü ïðîòèâ Âàøåãî ïðàâëåíèÿ. Ýòî äîïîëíåíèå ñîäåðæèò ìíîæåñòâî íîâûõ âîçìîæíîñòåé, êîòîðûå ïîìîãóò ïåðåõèòðèòü èõ è ñîõðàíèòü èìïåðèþ.\n\nÌíîæåñòâî íîâûõ ñîáûòèé è ðåøåíèé äëÿ Âèçàíòèéñêîé èìïåðèè, íàïðèìåð, îñëåïëåíèå è îñêîïëåíèå Âàøèõ óçíèêîâ.\n\nÏðàâîñëàâíûå ïðàâèòåëè ìîãóò ïðåîäîëåòü Âåëèêèé Ðàñêîë, âîññîåäèíèâ Çàïàäíóþ è Âîñòî÷íóþ öåðêâè è îáúÿâèòü êàòîëè÷åñòâî åðåñüþ. Â äîïîëíåíèè òàêæå äîñòóïåí íîâûé âèä âîéñê - ãâàðäèÿ. Â îòëè÷èå îò ôåîäàëüíîãî îïîë÷åíèÿ, å¸ íå íóæíî ðàñïóñêàòü.\n\nÐèìñêàÿ èìïåðèÿ ãîòîâà èñïóñòèòü ïîñëåäíèé âçäîõ, âñ¸ â Âàøèõ ðóêàõ!";;x
LANDING_EXPANSION_FLAVOR_TEXT_DLC018;Description: \nIt is the late 13th century and Europe is still reeling from the all-conquering Mongol Hordes. Just as the Lords of the West breathe a sigh of relief, another threat looms on the horizon. Strange ships bearing winged serpents and grinning skulls, symbols never before seen in the known world, have been sighted all along the Atlantic coast. \n\nAs the sun sets on the shores of Morocco, Portugal and Ireland, the largest fleet that has ever set sail approaches land, ready to invade in the name of bloodthirsty gods.\n\nThis fantasy scenario marks Paradox Development Studios first departure from history. Hearing of Europe from traveling Northmen, the blood drenched Aztec Civilization has risen early and now spread like a virulent plague. Prepare to defend all you hold dear against the Sunset Invasion!;;;;;;;;;;;"Íà äâîðå XIII âåê è Åâðîïà åëå-åëå îïðàâèëàñü îò ñîêðóùàþùèõ âñ¸ íà ñâî¸ì ïóòè ìîíãîëüñêèõ îðä. Êàê òîëüêî ëîðäû Çàïàäà âçäîõíóëè ñ îáëåã÷åíèåì, íà ãîðèçîíòå ïîÿâèëàñü íîâàÿ óãðîçà. Íåîáû÷íûå êîðàáëè ñ êðûëàòûìè çìåÿìè è ñòðàøíûìè ÷åðåïàìè, êîòîðûõ íèêòî ðàíüøå íå âèäåë, áûëè çàìå÷åíû âäîëü àòëàíòè÷åñêîãî ïîáåðåæüÿ.\n\nÂ ñâåòå çàõîäÿùåãî ñîëíöà íà ïîáåðåæüå Ìîðîêêî, Ïîðòóãàëèè è Èðëàíäèè ïîÿâëÿåòñÿ ñàìûé áîëüøîé ôëîò, êîòîðûé êîãäà-ëèáî äîâîäèëîñü âèäåòü, è ãîòîâèòñÿ êî âòîðæåíèþ âî èìÿ áåñïîùàäíûõ áîãîâ.\n\nÝòîò ôýíòåçèéíûé ñöåíàðèé îòìå÷àåò ïåðâûé îòõîä Paradox Development Studios îò èñòîðèè. Ïî Åâðîïå ðàñïîëçàþòñÿ ñëóõè îò ëþäåé ñ Ñåâåðà, ÷òî êðîâîæàäíàÿ öèâèëèçàöèÿ àöòåêîâ ïîäíÿëà ãîëîâó è ðàñïðîñòðàíÿåòñÿ ïîäîáíî ÷óìå. Ïðèãîòîâüòåñü çàùèùàòü âñ¸, ÷åì Âû äîðîæèòå îò âòîðæåíèÿ ñ Çàïàäà ñ äîïîëíåíèåì ""Sunset Invasion""!";;x
LANDING_EXPANSION_FLAVOR_TEXT_DLC022;Description: \nIn The Republic you play as a Patrician in one of the great medieval Merchant Republics. Control the sea lanes and the coasts of Europe, survive feuds with other Patrician families and plot to seize Trade Posts from your rivals. Expand your trade empire as you compete with the other families for the coveted position of Doge and the leadership of the Republic. \n\nExperience a new and different type of game by playing as one of the great Merchant Republics: Venice, Genoa, Pisa, the Hanseatic League, or Gotland. Guide your dynasty to fortune in a world dominated by kings and emperors. \n\nYour Trade Posts are your source of income. Construct them in coastal provinces of yours and others. However, ensure you have good diplomatic relations with those countries lest they, or a rival merchant republic, tries to seize your money.;;;;;;;;;;;"Ñ äîïîëíåíèåì ""The Republic"" Âû ìîæåòå èãðàòü ïàòðèöèåì îäíîé èç âåëèêèõ òîðãîâûõ ðåñïóáëèê Ñðåäíåâåêîâüÿ. Âîçüìèòå ïîä êîíòðîëü ìîðñêèå òîðãîâûå ïóòè Åâðîïû, âðàæäóÿ èç-çà íèõ ñ äðóãèìè çíàòíûìè ñåìüÿìè, ÷òîáû çàõâàòèòü ôàêòîðèè ñâîèõ ñîïåðíèêîâ. Ñîðåâíóéòåñü ñ äðóãèìè ñåìüÿìè, ÷òîáû çàíÿòü æåëàåìûé ïîñò äîæà è ëèäåðñòâî â ðåñïóáëèêå ñ ïîìîùüþ ðàñøèðåíèÿ ñâîèõ ôàêòîðèé.\n\nÎïðîáóéòå íîâûé òèï èãðû, èãðàÿ êàê îäíà èç âåëèêèõ òîðãîâûõ ðåñïóáëèê Ñðåäíåâåêîâüÿ: Âåíåöèÿ, Ãåíóÿ, Ïèçà, Ãàíçåéñêèé ñîþç èëè Ãîòëàíä. Ïðèâåäèòå ñâîþ äèíàñòèþ â ìèð, ãäå ïðàâÿò êîðîëè è èìïåðàòîðû.\n\nÂû ìîæåòå ïîñòðîèòü ôàêòîðèè â ïðèáðåæíûõ îêðóãàõ, êîòîðûå ñòàíóò èñòî÷íèêîì Âàøåãî äîõîäà. Óáåäèòåñü, ÷òî Âû â õîðîøèõ äèïëîìàòè÷åñêèõ îòíîøåíèÿõ ñ ýòèìè ñòðàíàìè, ÷òîáû íèêòî íå ñìîã çàáðàòü Âàøè äåíüãè.";;x
LANDING_EXPANSION_FLAVOR_TEXT_DLC024;Description: \nThe year is 867 AD. The Viking Rurik has founded the kingdom of Rus and the Great Heathen Army under the sons of Ragnar Lodbrok rampage through England. As a Pagan chieftain you survive by ravaging your weak neighbors. If you remain at peace for too long, your people will grow restless - Fortune favors the bold! \n\nPlay as a Pagan or Zoroastrian ruler, with particular focus on the dreaded Vikings. Christians and Muslims can dispatch missions to convert heathens to stop the raids on their land. Pagans may fight back in the name of the old gods, and even seek to eliminate the monotheists from Europe. Alternatively, pagan religions can adopt elements of the Abrahamic faiths to change themselves into something new - a reformed faith with their own religious head and holy scripture. \n\nPillage and adventure according to true Viking tradition!;;;;;;;;;;;Ãîä 867 îò Ðîæäåñòâà Õðèñòîâà. Âèêèíã Ðþðèê îñíîâàë Ðóññêîå ãîñóäàðñòâî, à Âåëèêàÿ ÿçû÷åñêàÿ àðìèÿ ïîä ïðåäâîäèòåëüñòâîì ñûíîâåé Ðàãíàðà Ëîäáðîêà òîëüêî ÷òî âòîðãëàñü â Àíãëèþ. Êàê ÿçû÷åñêèé âîæäü Âû âûæèâàåòå, ðàçîðÿÿ çåìëè ñâîèõ ñëàáûõ ñîñåäåé. Âàøè ëþäè áóäóò îáåñïîêîåíû, åñëè Âû ñëèøêîì äîëãî áóäåòå îòñèæèâàòüñÿ â ìèðå - óäà÷à áëàãîâîëèò õðàáðåöàì!\n\nÈãðàéòå çà ÿçû÷íèêà èëè çîðîàñòðèéöà ñ îñîáûì óïîðîì íà óæàñàþùèõ âèêèíãîâ. Õðèñòèàíå è ìóñóëüìàíå ìîãóò çàíèìàòüñÿ ìèññèîíåðñòâîì, áûñòðî îáðàùàÿ äèêàðåé â ñâîþ âåðó, ÷òîáû îñòàíîâèòü èõ íàáåãè íà ñâîè çåìëè. ßçû÷íèêè ìîãóò ñðàæàòüñÿ âî èìÿ áîãîâ è äàæå ïîïûòàòüñÿ âûòåñíèòü ìîíîòåèñòîâ ñ òåððèòîðèè Åâðîïû. Êàê âàðèàíò, ÿçû÷åñêèå ðåëèãèè ìîãóò ïåðåíÿòü ýëåìåíòû àâðààìè÷åñêèõ è ñòàòü ÷åì-òî íîâûì - ðåôîðìèðîâàííîé îðãàíèçîâàííîé âåðîé ñî ñâîåé öåðêîâüþ, ãëàâîé è ñâÿùåííûì ïèñàíèåì.\nÌàðîäåðñòâî è ïðèêëþ÷åíèÿ â ëó÷øèõ òðàäèöèÿõ ñóðîâûõ âèêèíãîâ, êàê Âû ýòî ëþáèòå!;;x
LANDING_EXPANSION_FLAVOR_TEXT_DLC032;Description: \nSons of Abraham focuses on the three Abrahamic religions: Christianity, Islam, and Judaism. \n\nGet your bishops appointed cardinals and tap into the might of the Papacy. The College of Cardinals is the succession law to elect the Pope. Having good relations with the current Pope now has more benefits, you can request money, Crusades, and more. \nYou may also borrow money from the Knights Templar (or other Holy Orders for your character’s religion) and send troublesome relatives off to live out their days in a monastery. \n\nMuslim Sunnis can now select between the Mu'tazilite and Ash'ari Traits, representing a particular belief Sunni Islam. \n\nPlay as the Jewish religion and attempt to recreate the Kingdom of Israel and rebuild the Third Temple in Jerusalem.;;;;;;;;;;;"Äîïîëíåíèå ""Sons of Abraham"" ñôîêóñèðîâàíî íà òðåõ ðåëèãèÿõ: õðèñòèàíñòâî, èñëàì è èóäàèçì.\nÓ Âàñ åñòü óíèêàëüíàÿ âîçìîæíîñòü ïîëó÷èòü â ñâî¸ ïîä÷èíåíèå åïèñêîïîâ, íàçíà÷åííûõ êàðäèíàëàìè è íàñëàäèòüñÿ âëàñòüþ ïàïñòâà. Êîëëåãèÿ êàðäèíàëîâ îáëàäàåò íàñëåäñòâåííûì ïðàâîì âûáîðà íîâîãî Ïàïû. Ïîääåðæèâàÿ õîðîøèå îòíîøåíèÿ ñ Ïàïîé, Âû ìîæåòå çàíèìàòü äåíåã, ó÷àñòâîâàòü â êðåñòîâûõ ïîõîäàõ è ìíîãîå äðóãîå.\n\nÂû òàêæå ìîæåòå áðàòü äåíüãè ó ðûöàðåé Òàìïëèåðîâ (èëè ó äðóãèõ ñâÿùåííûõ îðäåíîâ â çàâèñèìîñòè îò ðåëèãèè ñâîåãî ïåðñîíàæà) è îòïðàâëÿòü ïðîáëåìíûõ ðîäñòâåííèêîâ â ìîíàñòûðü, ãäå îíè ïðîâåäóò îñòàòîê æèçíè.\n\nÑóííèòû ìîãóò áûòü ìóòàçèëèòàìè èëè àøàðèòàìè, êîòîðûå îëèöåòâîðÿþò îñîáûå óáåæäåíèÿ ñóííèòñêîãî èñëàìà.\nÈãðàéòå çà èóäåÿ è ó Âàñ ïîÿâèòñÿ âîçìîæíîñòü âîññîçäàòü öàðñòâî Èçðàèëü, à òàêæå âîññòàíîâèòü Òðåòèé õðàì â Èåðóñàëèìå.";;x
