EVTTITLE23910;The Offering;;;;;;;;;;;Ïîäíîøåíèå;;x
EVTDESCHFB23888;One by one, the contenders tap out, either rushing outside, or falling on the ground reeling. After some time, I am reluctantly forced to join them as well. In the end, there is only one [tribal_festival_winner.GetManWoman] who is left standing: [tribal_festival_winner.GetFirstName]. The tribesmen raise [tribal_festival_winner.GetHerHim] up and parade [tribal_festival_winner.GetHerHim] across the hall, chanting [tribal_festival_winner.GetHerHis] name.;;;;;;;;;;;Îäèí çà äðóãèì ïðåòåíäåíòû âûáûâàþò, ëèáî óáåãàÿ íà óëèöó, ëèáî óïàâ íà çåìëþ. ×åðåç íåêîòîðîå âðåìÿ è ÿ ñ íåîõîòîé âûíóæäåí[Root.GetEndA] ïðèñîåäèíèòüñÿ ê íèì. Â êîíöå êîíöîâ, îñòà¸òñÿ òîëüêî îä[tribal_festival_winner.GetNaIn] [tribal_festival_winner.GetManWoman]à, êîòîð[tribal_festival_winner.GetAyaYy] ñòîèò íà íîãàõ: [tribal_festival_winner.GetFirstName]. Ñîïëåìåííèêè ïîäíèìàþò [tribal_festival_winner.GetHerHis] ââåðõ è ïðîâîäÿò [tribal_festival_winner.GetHerHis] ÷åðåç âåñü çàë, ñêàíäèðóÿ [tribal_festival_winner.GetHerHis] èìÿ.;;x
EVTDESCHFB23891;Unfortunately, I have barely started to take control over my steed when I am thrown off the saddle and land on my back. With my poor display of skill, I am amongst the first contenders to be eliminated. By the end of the day, after a bit of squabbling, most of the tribesmen come to the conclusion that [tribal_festival_winner.GetFirstName] has proven to be the most competent horse-tamer of [great_tribal_festival_host.Capital.GetName].;;;;;;;;;;;Ê ñîæàëåíèþ, åäâà ÿ íà÷àë[Root.GetEndA] óïðàâëÿòü ñâîèì ñêàêóíîì, êàê ìåíÿ âûáðîñèëî èç ñåäëà, è ÿ óïàë[Root.GetEndA] íà ñïèíó. Èç-çà ñâîåãî ïëîõîãî ìàñòåðñòâà ÿ îêàçûâàþñü â ÷èñëå ïåðâûõ ïðåòåíäåíòîâ íà âûáûâàíèå. Ê êîíöó äíÿ, ïîñëå íåáîëüøèõ ðàçáîðîê, áîëüøèíñòâî ñîïëåìåííèêîâ ïðèøëî ê âûâîäó, ÷òî [tribal_festival_winner.GetFirstName] îêàçà[tribal_festival_winner.GetLasLsya] ñàì[tribal_festival_winner.GetOyYm] óñïåøí[tribal_festival_winner.GetOyYm] èç âñåõ óêðîòèòåëåé ëîøàäåé â [great_tribal_festival_host.Capital.GetName].;;x
EVTDESCHFB23894;One by one, we parade through the main hall for all our tribesmen to see and comment upon, and, little by little, the judges start picking the best of us. Unfortunately, I am not one of the lucky ones. As the sun starts to wane on the horizon, only one [tribal_festival_winner.GetManWoman] is left: [tribal_festival_winner.GetFirstName], who is cheered as fairest of [great_tribal_festival_host.Capital.GetName].;;;;;;;;;;;Îäèí çà äðóãèì ìû ïðîõîäèì ÷åðåç ãëàâíûé çàë, ÷òîáû âñå ñîïëåìåííèêè ìîãëè íàñ óâèäåòü è ïðîêîììåíòèðîâàòü, è ìàëî-ïîìàëó ñóäüè íà÷èíàþò âûáèðàòü ëó÷øèõ èç íàñ. Ê ñîæàëåíèþ, ÿ íå èç òåõ ñ÷àñòëèâ÷èêîâ. Êîãäà ñîëíöå íà÷èíàåò çàêàòûâàòüñÿ íà ãîðèçîíòå, îñòà¸òñÿ òîëüêî îä[tribal_festival_winner.GetNaIn] [tribal_festival_winner.GetManWoman]à: [tribal_festival_winner.GetFirstName], êîòîð[tribal_festival_winner.GetUyuOgo] ïðèâåòñòâóþò êàê ïðåêðàñíåéø[tribal_festival_winner.GetUyuOgo] â [great_tribal_festival_host.Capital.GetName].;;x
EVTDESCHFB23897;The contest gives us the opportunity to hear many new amazing stories. Tales of love and war to captivate all the people of [great_tribal_festival_host.Capital.GetName]. Unfortunately, the public does not seem to receive well my own poetry, and the uncontested winner turns out to be [tribal_festival_winner.GetFirstName], whose epic storytelling skills manage to enthrall the entire town.;;;;;;;;;;;Êîíêóðñ äà¸ò íàì âîçìîæíîñòü óñëûøàòü ìíîãî íîâûõ óäèâèòåëüíûõ èñòîðèé. Èñòîðèè î ëþáâè è âîéíå, ñïîñîáíû î÷àðîâàòü âñåõ æèòåëåé [great_tribal_festival_host.Capital.GetName]. Ê ñîæàëåíèþ, ïóáëèêà, ïîõîæå, íå î÷åíü õîðîøî ïðèíèìàåò ìîþ ñîáñòâåííóþ ïîýçèþ, è áåçîãîâîðî÷íûì ïîáåäèòåëåì îêàçûâàåòñÿ [tribal_festival_winner.GetFirstName], ÷ü¸ ýïè÷åñêîå ìàñòåðñòâî ïîâåñòâîâàíèÿ ñóìåëî óâëå÷ü âñ¸ ïîñåëåíèå.;;x
EVTDESCHFB23900;The contest provides everyone with a very pleasant evening centered around music. Exciting, upbeat pieces alternate with heart-wrenching poems, but no one amongst us manages to move the crowd as [tribal_festival_winner.GetFirstName], whose voice rightfully earns [tribal_festival_winner.GetHerHim] the title of best singer of [great_tribal_festival_host.Capital.GetName].;;;;;;;;;;;Êîíêóðñ äàðèò âñåì î÷åíü ïðèÿòíûé âå÷åð, ïîñâÿù¸ííûé ìóçûêå. Çàõâàòûâàþùèå, îïòèìèñòè÷íûå ïðîèçâåäåíèÿ ÷åðåäóþòñÿ ñ äóøåðàçäèðàþùèìè ñòèõàìè, íî íèêîìó èç íàñ íå óäà¸òñÿ ðàñøåâåëèòü òîëïó òàê, êàê [tribal_festival_winner.GetFirstName], ÷åé ãîëîñ ïî ïðàâó ïðèíîñèò [tribal_festival_winner.GetHerHim] çâàíèå ëó÷øåãî ïåâöà â [great_tribal_festival_host.Capital.GetName].;;x
EVTDESCHFB23903;Unfortunately for me, of the many tapestries created today none is as marvelous as [tribal_festival_winner.GetFirstName]'s. [tribal_festival_winner.GetHerHisCap] work is acclaimed by most guests as the most original and skillfully made, ensuring [tribal_festival_winner.GetHerHis] victory in the competition.;;;;;;;;;;;Ê ìîåìó ñîæàëåíèþ, èç ìíîãèõ ãîáåëåíîâ, ñîçäàííûõ ñåãîäíÿ, íè îäèí íå ÿâëÿåòñÿ òàêèì ÷óäåñíûì, êàê [tribal_festival_winner.GetFirstName]. Ðàáîòà [tribal_festival_winner.GetHerHisCap] ïðèçíàíà áîëüøèíñòâîì ãîñòåé ñàìîé îðèãèíàëüíîé è èñêóñíî âûïîëíåííîé, ÷òî îáåñïå÷èëî äëÿ í[tribal_festival_winner.GetHerHis] ïîáåäó â êîíêóðñå.;;x
EVTDESCHFB23910;With the period of festivities coming to an end, the priests lead a procession of faithful carrying our village's most sacred icon, on a litter filled with all the offerings accumulated into the past days. A long moment of silence shrouds [Root.Capital.GetName] as the holy symbol blesses the streets of the village with its presence before being brought back to the safety of the local chapel, concluding the ceremony.;;;;;;;;;;;Êîãäà ïåðèîä ïðàçäíåñòâ ïîäõîäèò ê êîíöó, ñâÿùåííèêè âîçãëàâëÿþò ïðîöåññèþ âåðóþùèõ, êîòîðûå íåñóò ñàìóþ ñâÿùåííóþ èêîíó íàøåé äåðåâíè íà ïàëàíêèíå, íàïîëíåííîì âñåìè ïîäíîøåíèÿìè, íàêîïëåííûìè çà ïðîøåäøèå äíè. Äîëãèé ìîìåíò òèøèíû îêóòûâàåò [Root.Capital.GetName], ïîêà ñâÿòîé ñèìâîë áëàãîñëîâëÿåò óëèöû äåðåâíè ñâîèì ïðèñóòñòâèåì, à çàòåì åãî âîçâðàùàþò â áåçîïàñíîå ìåñòî ìåñòíîé ÷àñîâíè, çàâåðøàÿ öåðåìîíèþ.;;x
EVTDESCHFB23911;With the period of festivities coming to an end, the priests lead a procession of faithful carrying our village's most sacred icon, on a litter filled with all the offerings accumulated into the past days. A long moment of silence shrouds [From.Capital.GetName] as the holy symbol blesses the streets of the village with its presence before being brought back to the safety of the local chapel, concluding the ceremony.;;;;;;;;;;;Êîãäà ïåðèîä ïðàçäíåñòâ ïîäõîäèò ê êîíöó, ñâÿùåííèêè âîçãëàâëÿþò ïðîöåññèþ âåðóþùèõ, êîòîðûå íåñóò ñàìóþ ñâÿùåííóþ èêîíó íàøåé äåðåâíè íà ïàëàíêèíå, íàïîëíåííîì âñåìè ïîäíîøåíèÿìè, íàêîïëåííûìè çà ïðîøåäøèå äíè. Äîëãèé ìîìåíò òèøèíû îêóòûâàåò [From.Capital.GetName], ïîêà ñâÿòîé ñèìâîë áëàãîñëîâëÿåò óëèöû äåðåâíè ñâîèì ïðèñóòñòâèåì, à çàòåì åãî âîçâðàùàþò â áåçîïàñíîå ìåñòî çäåøíåé ÷àñîâíè, çàâåðøàÿ öåðåìîíèþ.;;x
EVTDESCHFC23814;As I am appraising some of the merchandise of the travelers drawn to the festival, I meet the unsettling gaze of a weird boy in tatters. The kid approaches me slowly, ignoring the crowd bustling with activity around him, and whispers that he can read me my future for just a small price.;;;;;;;;;;;Îöåíèâàÿ òîâàðû ïóòåøåñòâåííèêîâ, ïðèøåäøèõ íà ïðàçäíèê, ÿ âñòðå÷àþ òðåâîæíûé âçãëÿä ñòðàííîãî ìàëü÷èêà â ëîõìîòüÿõ. Ïàðåí¸ê ìåäëåííî ïîäõîäèò êî ìíå, íå îáðàùàÿ âíèìàíèÿ íà áóðëÿùóþ âîêðóã íåãî òîëïó, è øåï÷åò, ÷òî ìîæåò ïðåäñêàçàòü ìíå áóäóùåå çà íåáîëüøóþ öåíó.;;x
EVTDESCHFC23848;[From.GetFirstName] decided to take me and some of the other kids and get back at some of the stuck-up adults in our town by laying a trap on them during the morning fair, to cover them in mud and slush. And it was an absolute triumph.;;;;;;;;;;;[From.getFirstName] ðåøèë[From.GetEndA] âçÿòü ìåíÿ è åù¸ íåñêîëüêèõ äåòåé è îòîìñòèòü íåêîòîðûì çàíîñ÷èâûì âçðîñëûì â íàøåì ãîðîäå, óñòðîèâ èì ëîâóøêó âî âðåìÿ óòðåííåé ÿðìàðêè, ÷òîáû îíè ïîêðûëèñü ãðÿçüþ è ñëÿêîòüþ. È ýòî áûë àáñîëþòíûé òðèóìô.;;x
EVTDESCHFC23876_A;A long line of tribesmen sit one next to each other, slamming their fists on the table and loudly inciting the few contenders to eat faster, as the servants move back and forward to bring more food and take away empty plates. I phase out for a moment, gagging, and then go back to my meal.;;;;;;;;;;;Äëèííàÿ âåðåíèöà ñîïëåìåííèêîâ ñèäèò äðóã îêîëî äðóãà, õëîïàÿ êóëàêàìè ïî ñòîëó è ãðîìêî ïîäñòðåêàÿ íåìíîãî÷èñëåííûõ ïðåòåíäåíòîâ åñòü áûñòðåå, ïîêà ñëóãè õîäÿò âçàä è âïåð¸ä, ïðèíîñÿ åäó è óíîñÿ ïóñòûå òàðåëêè. ß íà ìãíîâåíèå çàìîëêàþ, íàáèâàÿ ñâîé ðîò, à çàòåì âîçâðàùàþñü ê ñâîåé åäå.;;x
EVTDESCHFC23876_B;A long line of tribesmen sit one next to each other, slamming their fist on the table and loudly inciting the few contenders to eat faster, as the servants move back and forward to bring more food and take away empty plates. Little by little, some of the contenders tap off, stumbling back and puking on the floor.;;;;;;;;;;;Äëèííàÿ âåðåíèöà ñîïëåìåííèêîâ ñèäèò äðóã ðÿäîì ñ äðóãîì, õëîïàÿ êóëàêàìè ïî ñòîëó è ãðîìêî ïîäñòðåêàÿ íåìíîãî÷èñëåííûõ ñîïåðíèêîâ åñòü áûñòðåå, à ñëóãè äâèãàþòñÿ âçàä è âïåð¸ä, ÷òîáû ïðèíåñòè åù¸ åäû è çàáðàòü ïóñòûå òàðåëêè. Ìàëî-ïîìàëó íåêîòîðûå èç ñîïåðíèêîâ çàìîëêàþò, ñïîòûêàÿñü è ñðûãèâàþò íà ïîë.;;x
EVTDESCHFC23910;With the period of festivities nearing its end, it is finally time to burn our offerings to the old gods and pray that they will protect us in the years to come. A long moment of silence shrouds [Root.Capital.GetName] as the smoke rises to the nightly sky, then the shamans lead us in a somber hymn, concluding the ceremony.;;;;;;;;;;;Êîãäà ïåðèîä ïðàçäíåñòâ ïîäõîäèò ê ñâîåìó çàâåðøåíèþ, íàêîíåö-òî ïðèøëî âðåìÿ ñæå÷ü íàøè ïîäíîøåíèÿ äðåâíèì áîãàì è ìîëèòüñÿ, ÷òîáû îíè çàùèòèëè íàñ â ãðÿäóùèå ãîäû. Äîëãàÿ òèøèíà îêóòûâàåò [Root.Capital.GetName], ïîêà äûì ïîäíèìàåòñÿ ê íî÷íîìó íåáó, çàòåì øàìàíû èñïîëíÿþò ìðà÷íûé ãèìí, çàâåðøàÿ öåðåìîíèþ.;;x
EVTDESCHFC23911;With the period of festivities nearing its end, it is finally time to burn our offerings to the old gods and pray that they will protect us in the years to come. A long moment of silence shrouds [From.Capital.GetName] as the smoke rises to the nightly sky, then the shamans lead us in a somber hymn, concluding the ceremony.;;;;;;;;;;;Êîãäà ïåðèîä ïðàçäíåñòâ ïîäõîäèò ê ñâîåìó èòîãó, íàêîíåö-òî ïðèøëî âðåìÿ ñæå÷ü íàøè ïîäíîøåíèÿ äðåâíèì áîãàì è ìîëèòüñÿ, ÷òîáû îíè çàùèòèëè íàñ â ãðÿäóùèå ãîäû. [From.Capital.GetName] ïîãðóæàåòñÿ â äîëãóþ òèøèíó, äûì ïîäíèìàåòñÿ ê íî÷íîìó íåáó, çàòåì øàìàíû èñïîëíÿþò ìðà÷íûé ãèìí, çàâåðøàÿ öåðåìîíèþ.;;x
EVTDESCHFD23876_A;A large crowd has gathered during the morning to witness to the start of the competition. The contenders wait in a line as the first rebellious horse is dragged forward. One of the tamers steps forward and slowly approaches the beast as the rest of us look in silence.;;;;;;;;;;;Óòðîì ñîáðàëàñü áîëüøàÿ òîëïà, ÷òîáû çàñâèäåòåëüñòâîâàòü íà÷àëî ñîðåâíîâàíèé. Ñîïåðíèêè âûñòðàèâàþòñÿ â î÷åðåäü, ïîêà ïåðâóþ íåïîêîðíóþ ëîøàäü òàùàò âïåð¸ä. Îäèí èç óêðîòèòåëåé âûäâèãàåòñÿ âïåð¸ä è ìåäëåííî ïðèáëèæàåòñÿ ê çâåðþ, à îñòàëüíûå ìîë÷à ñìîòðÿò íà íåãî.;;x
EVTDESCHFD23876_B;A large crowd has gathered during the morning to witness to the start of the competition. The contenders wait in a line as the first rebellious horse is dragged forward. One of the tamers steps forward and slowly approaches the beast as the rest of us look in silence.;;;;;;;;;;;Óòðîì ñîáðàëàñü áîëüøàÿ òîëïà, ÷òîáû çàñâèäåòåëüñòâîâàòü íà÷àëî ñîðåâíîâàíèé. Ñîïåðíèêè âûñòðàèâàþòñÿ â î÷åðåäü, ïîêà ïåðâàÿ íåïîêîðíàÿ ëîøàäü òàùèòñÿ âïåð¸ä. Îäèí èç óêðîòèòåëåé äåëàåò øàã âïåð¸ä è ìåäëåííî ïðèáëèæàåòñÿ ê çâåðþ, à îñòàëüíûå ìîë÷à ñìîòðÿò.;;x
EVTDESCHFE23876_A;Several young and promising members of our tribes have gathered in the long-house in the late morning, wearing their best dresses and their most prized trinkets. I stand alongside them, checking my hair for the last time as we all wait for the competition to start.;;;;;;;;;;;Íåñêîëüêî ìîëîäûõ è ïåðñïåêòèâíûõ ÷ëåíîâ íàøåãî ïëåìåíè ñîáðàëèñü ïîçäíèì óòðîì â äëèííîì äîìå, íàäåâ ñâîè ëó÷øèå ïëàòüÿ è ñàìûå öåííûå áåçäåëóøêè. ß ñòîþ ðÿäîì ñ íèìè, â ïîñëåäíèé ðàç ïðîâåðÿÿ ñâîè âîëîñû, ïîêà ìû âñå æä¸ì íà÷àëà ñîñòÿçàíèÿ.;;x
EVTDESCHFE23876_B;Several young and promising members of our tribes have gathered in the long-house in the late morning, wearing their best dresses and their most prized trinkets. When the crowd is all in place, the few selected judges ask the first debutante to move forward.;;;;;;;;;;;Íåñêîëüêî ìîëîäûõ è ìíîãîîáåùàþùèõ ÷ëåíîâ íàøåãî ïëåìåíè ñîáðàëèñü ïîçäíèì óòðîì â äëèííîì äîìå, îäåòûå â ñâîè ëó÷øèå ïëàòüÿ è ñàìûå öåííûå áåçäåëóøêè. Êîãäà âñå ñîáðàëèñü, íåñêîëüêî èçáðàííûõ ñóäåé ïðîñÿò ïåðâîãî èç äåáþòàíòîâ âûéòè âïåð¸ä.;;x
EVTDESCHFF23876_A;The competition starts early in the morning. An entire crowd of bards and young prodigies has already assembled by dawn in the long-house to warm-up and practice their songs. The contest finally starts and I take my place amongst the other contenders, waiting for my turn as the first poet begins his performance.;;;;;;;;;;;Ñîðåâíîâàíèÿ íà÷àëèñü ðàíî óòðîì. Ê ðàññâåòó â äëèííîì äîìå óæå ñîáðàëàñü öåëàÿ òîëïà áàðäîâ è þíûõ äàðîâàíèé, ÷òîáû ðàçîãðåòüñÿ è ïîðåïåòèðîâàòü ñâîè ïåñíè. Íàêîíåö êîíêóðñ íà÷èíàåòñÿ, è ÿ çàíèìàþ ìåñòî ñðåäè äðóãèõ ïðåòåíäåíòîâ, îæèäàÿ ñâîåé î÷åðåäè, êîãäà ïåðâûé ïîýò íà÷èíàåò ñâî¸ âûñòóïëåíèå.;;x
EVTDESCHFF23876_B;The competition starts early in the morning. An entire crowd of bards and young prodigies has already assembled by dawn in the long-house to warm-up and practice their songs.;;;;;;;;;;;Ñîðåâíîâàíèÿ íà÷èíàþòñÿ ðàíî óòðîì. Öåëàÿ òîëïà áàðäîâ è þíûõ äàðîâàíèé óæå ñîáðàëàñü ê ðàññâåòó â äëèííîì äîìå, ÷òîáû ðàçîãðåòüñÿ è ïîðåïåòèðîâàòü ñâîè ïåñíè.;;x
EVTDESCHFG23876_A;The competition starts early in the morning. An entire crowd of bards and young prodigies has already assembled by dawn in the long-house to warm-up and practice their songs. The crowd falls silent and the contest finally starts as the first singer begins his performance.;;;;;;;;;;;Ñîðåâíîâàíèÿ íà÷èíàþòñÿ ðàííèì óòðîì. Öåëàÿ òîëïà áàðäîâ è þíûõ äàðîâàíèé óæå ñîáðàëàñü ê ðàññâåòó â äëèííîì äîìå, ÷òîáû ðàçìÿòüñÿ è îòðåïåòèðîâàòü ñâîè ïåñíè. Òîëïà çàìîëêàåò, è êîíêóðñ, íàêîíåö-òî, íà÷èíàåòñÿ, êîãäà âûñòóïàåò ïåðâûé ïåâåö.;;x
EVTDESCHFG23876_B;The competition starts early in the morning. An entire crowd of bards and young prodigies has already assembled by dawn in the long-house to warm-up and practice their songs. The crowd falls silent and the contest finally starts as the first singer begins his performance.;;;;;;;;;;;Ñîðåâíîâàíèÿ íà÷àëèñü ðàíî óòðîì. Ê ðàññâåòó â äëèííîì äîìå óæå ñîáðàëàñü öåëàÿ òîëïà áàðäîâ è þíûõ äàðîâàíèé, ÷òîáû ðàçîãðåòüñÿ è ïîðåïåòèðîâàòü ñâîè ïåñíè. Òîëïà çàìîëêàåò, è êîíêóðñ, íàêîíåö-òî, íà÷èíàåòñÿ, êîãäà âûñòóïàåò ïåðâûé ïåâåö.;;x
EVTDESCHFH23876_A;Several contenders have already assembled on one of the main streets, all their tools at hand. When the competition finally starts, we all turn to our loom, feverishly beginning our work. We have only little time to weave a tapestry that can bring honor to our ancestors.;;;;;;;;;;;Íåñêîëüêî ïðåòåíäåíòîâ óæå ñîáðàëèñü íà îäíîé èç öåíòðàëüíûõ óëèö ñî âñåìè èíñòðóìåíòàìè ïîä ðóêîé. Êîãäà, íàêîíåö-òî, íà÷èíàåòñÿ ñîðåâíîâàíèå, ìû âñå áåðåìñÿ çà òêàöêèå ñòàíêè, ëèõîðàäî÷íî ïðèñòóïàÿ ê ðàáîòå. Ó íàñ ìàëî âðåìåíè, ÷òîáû ñîòêàòü ãîáåëåí, êîòîðûé ïðîñëàâèò íàøèõ ïðåäêîâ.;;x
EVTDESCHFH23876_B;Several contenders have already assembled on one of the main streets, all their tools at hand. When the competition finally starts, they all turn to their loom, feverishly beginning their work. They have only little time to weave a tapestry that can bring honor to our ancestors.;;;;;;;;;;;Íåñêîëüêî ïðåòåíäåíòîâ óæå ñîáðàëèñü íà îäíîé èç öåíòðàëüíûõ óëèö ñî âñåìè èíñòðóìåíòàìè ïîä ðóêîé. Êîãäà, íàêîíåö-òî, íà÷èíàåòñÿ ñîðåâíîâàíèå, âñå îíè áåðóòñÿ çà òêàöêèå ñòàíêè, ëèõîðàäî÷íî ïðèñòóïàÿ ê ðàáîòå. Ó íèõ ìàëî âðåìåíè, ÷òîáû ñîòêàòü ãîáåëåí, êîòîðûé ïðîñëàâèò íàøèõ ïðåäêîâ.;;x
EVTOPTAHF23802;Such a terrible loss...;;;;;;;;;;;Òàêàÿ óæàñíàÿ ïîòåðÿ...;;x
EVTOPTAHF23804;We will celebrate our victory later!;;;;;;;;;;;Ìû îòïðàçäíóåì ïîáåäó ïîçæå!;;x
EVTOPTAHF23805;How unfortunate.;;;;;;;;;;;Êàê æàëü.;;x
EVTOPTAHF23806;Let's get started!;;;;;;;;;;;Äàâàéòå íà÷í¸ì!;;x
EVTOPTAHF23807;What a wonderful idea!;;;;;;;;;;;Êàêàÿ çàìå÷àòåëüíàÿ èäåÿ!;;x
EVTOPTAHF23810;Of course you are welcome!;;;;;;;;;;;Êîíå÷íî, äîáðî ïîæàëîâàòü!;;x
EVTOPTAHF23811;I think I will go hunting...;;;;;;;;;;;Äóìàþ, ÿ îòïðàâëþñü íà îõîòó...;;x
EVTOPTAHF23812;Welcome all!;;;;;;;;;;;Äîáðî ïîæàëîâàòü!;;x
EVTOPTAHF23813;So many new faces...;;;;;;;;;;;Òàê ìíîãî íîâûõ ëèö...;;x
EVTOPTAHF23814;Here's a few coppers...;;;;;;;;;;;Âîò íåñêîëüêî ìåäÿêîâ...;;x
EVTOPTAHF23815;I always knew I was born lucky!;;;;;;;;;;;ß âñåãäà çíàë[Root.GetEndA], ÷òî ðîäè[Root.GetLasLsya] óäà÷ëèâ[Root.GetOyYm]!;;x
EVTOPTAHF23816;Thanks, I guess?;;;;;;;;;;;Ñïàñèáî, ÿ ïîëàãàþ?;;x
EVTOPTAHF23817;Curses!;;;;;;;;;;;Ïðîêëÿòèå!;;x
EVTOPTAHF23818;A love potion, uh?;;;;;;;;;;;Ëþáîâíîå çåëüå, ýì?;;x
EVTOPTAHF23819;A strength potion, you say?;;;;;;;;;;;Çåëüå ñèëû, ãîâîðèòå?;;x
EVTOPTAHF23820;The most expensive jewels are the least I can offer.;;;;;;;;;;;Ñàìûå äîðîãèå äðàãîöåííîñòè - ìåíüøåå, ÷òî ÿ ìîãó ïîæåðòâîâàòü.;;x
EVTOPTAHF23821;Hail, [tribal_festival_potential_friend_1.GetFirstName]! How fare you?;;;;;;;;;;;Ïðèâåòñòâóþ âàñ, [tribal_festival_potential_friend_1.GetFirstName]! Êàê ïîæèâàåòå?;;x
EVTOPTAHF23822;But what does [From.GetSheHe] *really* wants from me?;;;;;;;;;;;Íî ÷òî [From.GetSheHe] *äåéñòâèòåëüíî* õî÷åò îò ìåíÿ?;;x
EVTOPTAHF23823;Oh well...;;;;;;;;;;;Íó è ëàäíî...;;x
EVTOPTAHF23824;We should do this more often!;;;;;;;;;;;Íàì ñëåäóåò äåëàòü ýòî ÷àùå!;;x
EVTOPTAHF23825;We should do this more often!;;;;;;;;;;;Ìû äîëæíû äåëàòü ýòî ÷àùå!;;x
EVTOPTAHF23826;What?! What's your angle? Is it poisoned?!;;;;;;;;;;;×òî?! ×òî âû çàäóìàëè? Îí îòðàâëåí?!;;x
EVTOPTAHF23828;This requires some planning...;;;;;;;;;;;Ýòî òðåáóåò íåêîòîðîãî ïëàíèðîâàíèÿ...;;x
EVTOPTAHF23830;Oh well... I guess that's it for tonight then.;;;;;;;;;;;Íó ÷òî æ... Äóìàþ, íà ñåãîäíÿ âñ¸.;;x
EVTOPTAHF23831;Nobody is looking us...;;;;;;;;;;;Íèêòî íå ñìîòðèò íàì âñëåä...;;x
EVTOPTAHF23832;Who goes there?!;;;;;;;;;;;Êòî çäåñü õîäèò?!;;x
EVTOPTAHF23833;You have gone too far!;;;;;;;;;;;Âû çàøëè ñëèøêîì äàëåêî!;;x
EVTOPTAHF23834;These are fighting words!;;;;;;;;;;;Ýòî çâó÷èò âûçûâàþùå!;;x
EVTOPTAHF23835;I am sure we can solve this series of misunderstandings...;;;;;;;;;;;ß óâåðåí[Root.GetEndA, ÷òî ìû ñìîæåì ðàçðåøèòü ýòó ñåðèþ íåäîðàçóìåíèé...;;x
EVTOPTAHF23836;I will show you!;;;;;;;;;;;ß ïîêàæó âàì!;;x
EVTOPTAHF23837;Oh, shut up!;;;;;;;;;;;Îõ, äà çàìîëêíèòå âû!;;x
EVTOPTAHF23838;*Mess up the statues' placement*;;;;;;;;;;;*èçìåíèòü ðàñïîëîæåíèå ñòàòóé*;;x
EVTOPTAHF23839;That brat!;;;;;;;;;;;Ýòî îòðîäüå!;;x
EVTOPTAHF23840;And now we have to pay for more offerings...;;;;;;;;;;;È òåïåðü íàì ïðèä¸òñÿ ïëàòèòü çà íîâûå ïîäíîøåíèÿ...;;x
EVTOPTAHF23841;I will take the biggest jewel from his stand!;;;;;;;;;;;ß âîçüìó ñàìóþ áîëüøóþ äðàãîöåííîñòü èç åãî âèòðèíû!;;x
EVTOPTAHF23842;What a shame...;;;;;;;;;;;Êàêîé ïîçîð...;;x
EVTOPTAHF23843;Ah!;;;;;;;;;;;Àõ!;;x
EVTOPTAHF23844;Fine. Take this money and leave.;;;;;;;;;;;Õîðîøî. Âîçüìèòå ýòè äåíüãè è óõîäèòå.;;x
EVTOPTAHF23845;Who's up for some mudslinging?;;;;;;;;;;;Êòî ãîòîâ ê ãðÿçíîé áîðüáå?;;x
EVTOPTAHF23846;Hemm... sorry?;;;;;;;;;;;Õìì... ïðîñòèòå?;;x
EVTOPTAHF23847;We should do this again next year!;;;;;;;;;;;Ìû äîëæíû ïîâòîðèòü ýòî â ñëåäóþùåì ãîäó!;;x
EVTOPTAHF23848;Damn those kids!;;;;;;;;;;;×¸ðò áû ïîáðàë ýòèõ äåòåé!;;x
EVTOPTAHF23849;We will see about that!;;;;;;;;;;;Ýòî ìû åù¸ ïîñìîòðèì!;;x
EVTOPTAHF23850;Oh, you will see!;;;;;;;;;;;Î, òû óâèäèøü!;;x
EVTOPTAHF23851;Typical.;;;;;;;;;;;Êàê îáû÷íî.;;x
EVTOPTAHF23852;Yes! I won!;;;;;;;;;;;Äà! ß ïîáåäèë[Root.GetEndA]!;;x
EVTOPTAHF23854;And I am going to climb it!;;;;;;;;;;;È ÿ ñîáèðàþñü âçîáðàòüñÿ íà íåãî!;;x
EVTOPTAHF23855;*Look at the warriors training*;;;;;;;;;;;*Ïîñìîòðåòü íà òðåíèðîâêè âîèíîâ*;;x
EVTOPTAHF23856;AAAAAHHHH!!;;;;;;;;;;;ÀÀÀÀÀ!!!;;x
EVTOPTAHF23860;Why not? I will join myself.;;;;;;;;;;;Ïî÷åìó áû è íåò? ß ñàì[Root.GetEndA] ïðèñîåäèíþñü.;;x
EVTOPTAHF23861;Great! Count me in!;;;;;;;;;;;Ñëàâíî! ß òîæå ïîó÷àñòâóþ!;;x
EVTOPTAHF23862;Why not? I will join myself.;;;;;;;;;;;Ïî÷åìó áû è íåò? ß òîæå ïðèñîåäèíþñü.;;x
EVTOPTAHF23863;Sounds fun, I'll join myself!;;;;;;;;;;;Çâó÷èò çàìàí÷èâî, ÿ ïðèñîåäèíþñü!;;x
EVTOPTAHF23864;Sounds fun, I think I'll join!;;;;;;;;;;;Çâó÷èò âåñåëî, äóìàþ, ÿ ïðèñîåäèíþñü!;;x
EVTOPTAHF23865;Sounds fun, I think I'll join!;;;;;;;;;;;Çâó÷èò âåñåëî, äóìàþ, ÿ ïðèñîåäèíþñü!;;x
EVTOPTAHF23866;Indeed, I will join myself!;;;;;;;;;;;Äóìàþ, ÿ ïðèñîåäèíþñü!;;x
