EVTTITLE20003;The Conversion of [converting_king.PrimaryTitle.GetName];;;;;;;;;;;[sponsoring_king.GetMassBaptismEventTitle];;x
EVTDESCHFF20411;I keep my eyes firmly on the ground as I recite my oath of vassalage to [From.GetTitledFirstName]. The mere sight of my liege's face repulses me.[Root.GetHomageReaction];;;;;;;;;;;Ïðåêëîíèâ êîëåíî, ÷òîáû ïðîçíåñòè ñëîâà âàññàëüíîé êëÿòâû, ÿ íàìåðåííî èçáåãàë[Root.GetEndA] çðèòåëüíîãî êîíòàêòà ñ [From.GetLordLadyINS]. Êàçàëîñü, ó ìåíÿ íå ïîëó÷èòñÿ ñêðûòü ñâîþ ðåàêöèþ íà [From.GetHersHis] îòòàëêèâàþùóþ âíåøíîñòü[Root.GetHomageReaction];;x
EVTDESCHFG20366;I kneel before [coronation_priest.GetTitledFirstName] with all my reverently silent vassals surrounding us. The [coronation_priest.GetTitle] gives me an encouraging smile as [coronation_priest.GetSheHe] blesses me and places the Royal Crown upon my head as I feel my face turning red. [coronation_priest.GetSheHe] then proclaims me [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of God.;;;;;;;;;;;ß ïðåêëîíèë[Root.GetEndA] êîëåíî, îêðóæ¸íí[Root.GetAyaYy] ñâîèìè âàññàëàìè, áåçìîëâíî íàáëþäàâøèìè çà ïðîèñõîäÿùèì. [coronation_priest.GetTitledFirstName] óëûáíó[coronation_priest.GetLasLsya] è áëàãîñëîâèë[coronation_priest.GetEndA] ìåíÿ, à çàòåì âîçëîæèë[coronation_priest.GetEndA] êîðîëåâñêóþ êîðîíó íà ìîþ ãîëîâó, ÿ ïîêðàñíåë[Root.GetEndA]. [coronation_priest.GetSheHeCap] ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü ìèëîñòüþ [Root.GetReligionHighGodGEN] ÿ [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFG20367;[coronation_ruler.GetTitledFirstName] kneels before [coronation_priest.GetTitledFirstName] as [coronation_ruler.GetHerHis] host of vassals surrounds them in complete silence. The [coronation_priest.GetTitle] gives the child an encouraging smile as [coronation_priest.GetSheHe] blesses [coronation_ruler.GetHerHim] and places the Royal Crown upon [coronation_ruler.GetHerHis] head, proclaiming [coronation_ruler.GetHerHim] [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of [Root.Religion.GetHighGodName].;;;;;;;;;;;[coronation_ruler.GetTitledFirstName] ïðåêëîíèë[coronation_ruler.GetEndA] êîëåíî â îêðóæåíèè âûáîðùèêîâ è âàññàëîâ, áåçìîëâíî íàáëþäàâøèõ çà ïðîèñõîäÿùèì. [coronation_priest.GetTitledFirstName] óëûáíó[coronation_priest.GetLasLsya] è áëàãîñëîâèë[coronation_priest.GetEndA] [coronation_ruler.GetAgedPersonACC], à çàòåì îïóñòèë[coronation_priest.GetEndA] êîðîëåâñêóþ êîðîíó íà [coronation_ruler.GetHersHis] ãîëîâó è ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü [coronation_ruler.GetSheHe] ìèëîñòüþ [coronation_ruler.GetReligionHighGodGEN] [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFG20410;[FromFrom.GetTitledFirstName] bows [FromFrom.GetHerHis] head courteously as [FromFrom.GetSheHe] kneels down and recites [FromFrom.GetHerHis] oath of vassalage, surrounded by a crowd of curious courtiers. It is so rare to see a [FromFrom.GetManWoman] like [FromFrom.GetHerHim] rise to the rank of [FromFrom.GetTitle]...;;;;;;;;;;;[FromFrom.GetTitledFirstName] ó÷òèâî ñêëîíèë[FromFrom.GetEndA] ãîëîâó è, ïðåêëîíèâ êîëåíî, ïðîèçíåñ[FromFrom.GetNoneE] ñëîâà âàññàëüíîé êëÿòâû â îêðóæåíèè ëþáîïûòíûõ âçãëÿäîâ ìîèõ ïðèäâîðíûõ. Âåñüìà íåîáû÷íî âèäåòü [FromFrom.GetAgedPersonMACC] âðîäå í[FromFrom.GetHersHis] â ðîëè ïðàâèòåëÿ.;;x
EVTDESCHFG20411;I cannot hide some of my curiosity examining [From.GetTitledFirstName] as I recite my oath to [From.GetHerHim]. It is not often that a [From.GetManWoman] becomes [From.GetTitle] in these lands...[Root.GetHomageReaction];;;;;;;;;;;ß íå ìîã[Root.GetEndA] ñêðûòü ñâîåãî ëþáîïûòñòâà, êîãäà ïðåêëîíèë[Root.GetEndA] êîëåíî è ïðîèçíîñèë[Root.GetEndA] ñëîâà âàññàëüíîé êëÿòâû ìî[From.GetHerHim] [From.GetLordLadyDAT]. Â íàøèõ çåìëÿõ [From.GetAgedPersonMs] íå÷àñòî çàíèìàþò òðîí[Root.GetHomageReaction];;x
EVTDESCHFH20366;I kneel before [coronation_priest.GetTitledFirstName] in the empty hall of my palace. Despite the humble locale and the small crowd, the very presence of the Vicar of Christ [coronation_priest.GetHerHim]self is enough to give the ceremony meaning and importance beyond measure. The Pope blesses me and places the crown upon my head, proclaiming me [coronation_ruler.GetTitle].;;;;;;;;;;;ß ïðåêëîíèë[Root.GetEndA] êîëåíî ïåðåä Ïàïîé â çàëå ñâîåãî çàìêà. Íåñìîòðÿ íà ñêðîìíîñòü öåðåìîíèè è íåìíîãî÷èñëåííîñòü ñâèäåòåëåé, ñàìî ïðèñóòñòâèå Âèêàðèÿ [GetChristNameGEN] óæå äîñòàòî÷íî, ÷òîáû ïðèäàòü ýòîìó ñîáûòèþ âåëè÷àéøóþ âàæíîñòü. Ïàïà áëàãîñëîâèë[coronation_priest.GetEndA] ìåíÿ, à çàòåì âîçëîæèë[coronation_priest.GetEndA] êîðîíó íà ìîþ ãîëîâó, ïðîâîçãëàñèâ, ÷òî òåïåðü ÿ - [coronation_ruler.GetTitle].;;x
EVTDESCHFH20367;[coronation_ruler.GetTitledFirstName] kneels before [coronation_priest.GetTitledFirstName] in the empty hall of [coronation_ruler.GetHerHis] palace. Despite the humble locale and the small crowd, the very presence of the Vicar of Christ [coronation_priest.GetHerHim]self is enough to give the ceremony meaning and importance beyond measure. The Pope blesses [coronation_ruler.GetFirstName] and places the crown upon [coronation_ruler.GetHerHis] head, proclaiming [coronation_ruler.GetHerHim] [coronation_ruler.GetTitle].;;;;;;;;;;;[coronation_ruler.GetTitledFirstName] ïðåêëîíèë[coronation_ruler.GetEndA] êîëåíî ïåðåä Ïàïîé â çàëå ñâîåãî çàìêà. Íåñìîòðÿ íà ñêðîìíîñòü öåðåìîíèè è íåìíîãî÷èñëåííîñòü ñâèäåòåëåé, ñàìî ïðèñóòñòâèå Âèêàðèÿ [GetChristNameGEN] óæå äîñòàòî÷íî, ÷òîáû ïðèäàòü ýòîìó ñîáûòèþ âåëè÷àéøóþ âàæíîñòü. Ïàïà áëàãîñëîâèë[coronation_priest.GetEndA] [coronation_ruler.GetHersHis], à çàòåì âîçëîæèë[coronation_priest.GetEndA] êîðîíó íà [coronation_ruler.GetHersHis] ãîëîâó è ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü [coronation_ruler.GetSheHe] ìèëîñòüþ [coronation_ruler.GetReligionHighGodGEN] [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFH20410;[FromFrom.GetTitledFirstName] kneels down and recites the words of [FromFrom.GetHerHis] oath of vassalage, yet [FromFrom.GetHerHis] homage gives me no comfort: [FromFrom.GetHerHis] voice is detached, [FromFrom.GetHerHis] gaze cold and rapacious... I am not sure this is a [FromFrom.GetManWoman] I can trust.;;;;;;;;;;;[FromFrom.GetTitledFirstName] ïðåêëîíèë[FromFrom.GetEndA] êîëåíî è ïðèíåñ[FromFrom.GetNoneE] ìíå êëÿòâó âåðíîñòè, íî, äîëæ[Root.GetNaEn] ïðèçíàòü, [FromFrom.GetHersHis] áåññòðàñòíûé ãîëîñ è õîëîäíûé âçãëÿä ìåíÿ íàñòðîðîæèëè... Íå óâåðåí[Root.GetEndA], ÷òî òàêîìó âàññàëó ÿ ìîã[Root.GetNoneE] áû áåçîãîâîðî÷íî äîâåðÿòü.;;x
EVTDESCHFH20411;I can barely withstand [From.GetTitledFirstName]'s cold gaze as I recite my oath. There is something truly unsettling about this [From.GetManWoman]...[Root.GetHomageReaction];;;;;;;;;;;Ïðåêëîíèâ êîëåíî è ïðîèçíîñÿ ñëîâà âàññàëüíîé êëÿòâû, ÿ íèêàê íå ìîã[Root.GetNoneE] èçáàâèòüñÿ îò òÿãîñòíîãî îùóùåíèÿ õîëîäíîãî âçãëÿäà ìîå[From.GetYGo] [From.GetLordLadyGEN]. Ïðàâäó ãîâîðÿò, åñòü â í[From.GetEyYom] ÷òî-òî çëîâåùåå[Root.GetHomageReaction];;x
EVTDESCHFI20366;I kneel before [coronation_priest.GetTitledFirstName] in the empty hall of my palace. Despite the humble locale and the small crowd, the very presence of the Vicar of Christ [coronation_priest.GetHerHim]self is enough to give the ceremony meaning and importance beyond measure. The Pope smiles as he blesses me and places the crown upon my head, proclaiming me [coronation_ruler.GetTitle].;;;;;;;;;;;ß ïðåêëîíèë[Root.GetEndA] êîëåíî ïåðåä Ïàïîé â çàëå ñâîåãî çàìêà. Íåñìîòðÿ íà ñêðîìíîñòü öåðåìîíèè è íåìíîãî÷èñëåííîñòü ñâèäåòåëåé, ñàìî ïðèñóòñòâèå Âèêàðèÿ [GetChristNameGEN] óæå äîñòàòî÷íî, ÷òîáû ïðèäàòü ýòîìó ñîáûòèþ âåëè÷àéøóþ âàæíîñòü. Ïàïà óëûáíó[coronation_priest.GetLasLsya] è áëàãîñëîâèë[coronation_priest.GetEndA] ìåíÿ, à çàòåì âîçëîæèë[coronation_priest.GetEndA] êîðîíó íà ìîþ ãîëîâó, ïðîâîçãëàñèâ, ÷òî òåïåðü ÿ - [coronation_ruler.GetTitle].;;x
EVTDESCHFI20367;[coronation_ruler.GetTitledFirstName] kneels before [coronation_priest.GetTitledFirstName] in the empty hall of [coronation_ruler.GetHerHis] palace. Despite the humble locale and the small crowd, the very presence of the Vicar of Christ [coronation_priest.GetHerHim]self is enough to give the ceremony meaning and importance beyond measure. The Pope gives an encouraging smile to the child as [coronation_priest.GetSheHe] blesses [coronation_ruler.GetFirstName] and places the crown upon [coronation_ruler.GetHerHis] head, proclaiming [coronation_ruler.GetHerHim] [coronation_ruler.GetTitle].;;;;;;;;;;;[coronation_ruler.GetTitledFirstName] ïðåêëîíèë[coronation_ruler.GetEndA] êîëåíî ïåðåä Ïàïîé â çàëå ñâîåãî çàìêà. Íåñìîòðÿ íà ñêðîìíîñòü öåðåìîíèè è íåìíîãî÷èñëåííîñòü ñâèäåòåëåé, ñàìî ïðèñóòñòâèå Âèêàðèÿ [GetChristNameGEN] óæå äîñòàòî÷íî, ÷òîáû ïðèäàòü ýòîìó ñîáûòèþ âåëè÷àéøóþ âàæíîñòü. Ïàïà óëûáíó[coronation_priest.GetLasLsya] è áëàãîñëîâèë[coronation_priest.GetEndA] [coronation_ruler.GetAgedPersonACC], à çàòåì âîçëîæèë[coronation_priest.GetEndA] êîðîíó íà [coronation_ruler.GetHersHis] ãîëîâó è ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü [coronation_ruler.GetSheHe] [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFI20410;[FromFrom.GetTitledFirstName] gives me a polite smile and kneels down, passionately reciting [FromFrom.GetHerHis] oath of vassalage and declaring [FromFrom.GetHerHis] hope for my reign to endure for many more years still. It is so rare to meet such a dispassionate and kind person...;;;;;;;;;;;[FromFrom.GetTitledFirstName] âåæëèâî óëûáíó[FromFrom.GetLasLsya] ìíå è, ïðåêëîíèâ êîëåíî, âåñüìà ó÷òèâî ïðîèçíåñ[FromFrom.GetNoneE] êëÿòâó âåðíîñòè, à çàòåì âûðàçèë[FromFrom.GetEndA] íàäåæäó, ÷òî ìî¸ ïðàâëåíèå áóäåò äîëãèì è óñïåøíûì. ß áû ñêàçàë[Root.GetEndA], â íàøå âðåìÿ áîëüøàÿ ðåäêîñòü âñòðåòèòü ñòîëü äîáðîæåëàòåëüíîãî è ìèðîëþáèâîãî âàññàëà.;;x
EVTDESCHFI20411;[From.GetTitledFirstName] gives me an encouraging smile as I rise after reciting my oath. I was doubtful at first, but my new liege really does live up to [From.GetHerHis] reputation  as a kind [From.GetTitle].[Root.GetHomageReaction];;;;;;;;;;;[From.GetTitledFirstName] èñêðåííå óëûáíó[From.GetLasLsya] ìíå, êîãäà ÿ âñòàë[Root.GetEndA] ïîñëå ïðèíåñåíèÿ [From.GetHerHim] âàññàëüíîé ïðèñÿãè. Ïîíà÷àëó ÿ ñîìíåâà[Root.GetLasLsya], íî òåïåðü óâåðåí[Root.GetEndA], ëþäè ïðàâäó ãîâîðÿò î [From.GetHersHis] äîáðîòå[Root.GetHomageReaction];;x
EVTDESCHFL20366;I kneel before [coronation_priest.GetTitledFirstName] in the empty hall of my palace and, after a quick blessing, the [coronation_priest.GetTitle] summarily and places the crown upon my head, proclaiming me [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of [Root.Religion.GetHighGodName].;;;;;;;;;;;[coronation_priest.GetTitledFirstName] åäâà óëîâèìûì æåñòîì äàë[coronation_priest.GetEndA] ìíå ïîíÿòü, ÷òî ïîðà íà÷èíàòü öåðåìîíèþ. ß ïðåêëîíèë ïåðåä í[coronation_priest.GetEyIm] êîëåíî, è â ïîëíîé òèøèíå áåçëþäíîãî çàëà [coronation_priest.GetSheHe] áëàãîñëîâèë[coronation_priest.GetEndA] ìåíÿ, à çàòåì îïóñòèë[coronation_priest.GetEndA] êîðîíó íà ìîþ ãîëîâó, ïðîâîçãëàñèâ, ÷òî òåïåðü ìèëîñòüþ [Root.GetReligionHighGodGEN] ÿ [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFL20367;[coronation_ruler.GetTitledFirstName] kneels before [coronation_priest.GetTitledFirstName] in the empty hall of [coronation_ruler.GetHerHis] palace. The [coronation_priest.GetTitle] blesses [coronation_ruler.GetHerHim] summarily and places the crown upon [coronation_ruler.GetHerHis] head, proclaiming [coronation_ruler.GetHerHim] [coronation_ruler.GetTitle].;;;;;;;;;;;[coronation_ruler.GetTitledFirstName] ïðåêëîíèë[coronation_ruler.GetEndA] êîëåíî, è â ïîëíîé òèøèíå ïî÷òè áåçëþäíîãî çàëà [coronation_priest.GetTitledFirstName] áëàãîñëîâèë[coronation_priest.GetEndA] [coronation_ruler.GetHersHis], à çàòåì îïóñòèë[coronation_priest.GetEndA] êîðîíó íà [coronation_ruler.GetHersHis] ãîëîâó è ïðîâîçãëàñèë[coronation_priest.GetEndA], ÷òî òåïåðü [coronation_ruler.GetSheHe] [coronation_ruler.GetTitle] [coronation_ruler.PrimaryTitle.GetAdjective]ñêîãî ãîñóäàðñòâà.;;x
EVTDESCHFL20410;[FromFrom.GetTitledFirstName] kneels down and recites [FromFrom.GetHerHis] oath, ready to receive my blessing and return to rule [FromFrom.GetHerHis] demesne in my name. The ceremony is quickly over, and my new vassal is soon ready to take [FromFrom.GetHerHis] leave.;;;;;;;;;;;[FromFrom.GetTitledFirstName] ïðåêëîíèë[FromFrom.GetEndA] êîëåíî è ïðèíåñ[FromFrom.GetNoneE] ìíå êëÿòâó âåðíîñòè â îæèäàíèè ïîëó÷èòü ìî¸ áëàãîñëîâåíèå íà [FromFrom.GetHersHis] ïðàâëåíèå îò ìîåãî èìåíè è ïîä ìîåé çàùèòîé. Âñ¸ çàêîí÷èëîñü äîâîëüíî áûñòðî, ïîñëå ÷åãî [FromFrom.GetSheHe] ïîñïåøèë[FromFrom.GetEndA] ïîêèíóòü öåðåìîíèþ.;;x
EVTDESCHFL20411;[From.GetTitledFirstName] waits in silence until I finished reciting my oath of vassalage, then [From.GetSheHe] gestures me to rise. [Root.GetHomageReaction];;;;;;;;;;;ß ïðåêëîíèë[Root.GetEndA] êîëåíî è íà÷àë[Root.GetEndA] ïðîèçíîñèòü ñëîâà âàññàëüíîé êëÿòâû. [From.GetTitledFirstName] íå èçäàë[From.GetEndA] íè çâóêà, à çàòåì æåñòîì âåëåë[Root.GetEndA] ìíå âñòàòü[Root.GetHomageReaction];;x
EVTDESCHFM20366;As the yells of the commanders drilling troops echo in the tent, [coronation_priest.GetTitledFirstName] gives me a quick blessing and summarily places the crown upon my head, proclaiming me [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of God.;;;;;;;;;;;Ïîêà êðèêè êîìàíäèðîâ, ìóøòðîâàâøèõ âîéñêà, ýõîì ðàçäàâàëèñü â øàòðå, [coronation_priest.GetTitledFirstName] áûñòðî áëàãîñëîâèë[coronation_priest.GetEndA] ìåíÿ è áåç ïðîìåäëåíèÿ âîçëîæèë[coronation_priest.GetEndA] êîðîíó íà ìîþ ãîëîâó, ïðîâîçãëàñèâ ìåíÿ Áîæüåé ìèëîñòüþ çàêîííûì [coronation_ruler.PrimaryTitle.GetAdjective]ñêèì ìîíàðõîì.;;x
EVTDESCHFM20367;As the yells of the commanders drilling troops echo in the tent, [coronation_priest.GetTitledFirstName] gives [coronation_ruler.GetFirstName] a quick blessing and summarily places the crown upon [coronation_ruler.GetHerHis] head, proclaiming [coronation_ruler.GetHerHim] [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of God.;;;;;;;;;;;Ïîêà êðèêè êîìàíäèðîâ, ìóøòðîâàâøèõ âîéñêà, ýõîì ðàçäàâàëèñü â øàòðå, [coronation_ruler.GetFirstName] ïðîø[coronation_ruler.GetLaYol] öåðåìîíèþ ñâîåé êîðîíàöèè. [coronation_priest.GetTitledFirstName] áûñòðî áëàãîñëîâèë[coronation_priest.GetEndA] [coronation_ruler.GetHersHis] è áåç ïðîìåäëåíèÿ âîçëîæèë[coronation_priest.GetEndA] êîðîíó íà [coronation_ruler.GetHersHis] ãîëîâó, ïðîâîçãëàñèâ [coronation_ruler.GetHersHis] Áîæüåé ìèëîñòüþ çàêîííûì [coronation_ruler.PrimaryTitle.GetAdjective]ñêèì ìîíàðõîì.;;x
EVTDESCHFN20366;As the yells of the commanders drilling troops echo in the tent, [coronation_priest.GetTitledFirstName]'s envoy gives me a quick blessing and summarily places the crown upon my head, proclaiming me [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of God.;;;;;;;;;;;Ïîêà êðèêè êîìàíäèðîâ, ìóøòðîâàâøèõ âîéñêà, ýõîì ðàçäàâàëèñü â øàòðå, ïîñîë, êîòîðîãî íàïðàâèë[coronation_priest.GetEndA] ñþäà [coronation_priest.GetTitledFirstName], áûñòðî áëàãîñëîâèë ìåíÿ è áåç ïðîìåäëåíèÿ âîçëîæèë êîðîíó íà ìîþ ãîëîâó, ïðîâîçãëàñèâ ìåíÿ Áîæüåé ìèëîñòüþ çàêîííûì [coronation_ruler.PrimaryTitle.GetAdjective]ñêèì ìîíàðõîì.;;x
EVTDESCHFN20367;As the yells of the commanders drilling troops echo in the tent, [coronation_priest.GetTitledFirstName]'s envoy gives [coronation_ruler.GetFirstName] a quick blessing and summarily places the crown upon [coronation_ruler.GetHerHis] head, proclaiming [coronation_ruler.GetHerHim] [coronation_ruler.GetTitle] of [coronation_ruler.PrimaryTitle.GetName] by grace of God.;;;;;;;;;;;Ïîêà êðèêè êîìàíäèðîâ, ìóøòðîâàâøèõ âîéñêà, ýõîì ðàçäàâàëèñü â øàòðå, [coronation_ruler.GetFirstName] ïðîø[coronation_ruler.GetLaYol] öåðåìîíèþ ñâîåé êîðîíàöèè. Ïîñîë, êîòîðîãî íàïðàâèë[coronation_priest.GetEndA] ñþäà [coronation_priest.GetTitledFirstName], áûñòðî áëàãîñëîâèë [coronation_ruler.GetHersHis] è áåç ïðîìåäëåíèÿ âîçëîæèë êîðîíó íà [coronation_ruler.GetHersHis] ãîëîâó, ïðîâîçãëàñèâ [coronation_ruler.GetHersHis] Áîæüåé ìèëîñòüþ çàêîííûì [coronation_ruler.PrimaryTitle.GetAdjective]ñêèì ìîíàðõîì.;;x
EVTOPTAHF20200;Only the Pope is fit to crown me!;;;;;;;;;;;Òîëüêî Ïàïà äîñòîèí êîðîíîâàòü ìåíÿ!;;x
EVTOPTAHF20201;Little to nothing.;;;;;;;;;;;Íå÷òî ñèìâîëè÷åñêîå. Ïî÷òè íè÷åãî.;;x
EVTOPTAHF20202;Marvelous.;;;;;;;;;;;×óäåñíî.;;x
EVTOPTAHF20203;Understandable.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20204;Very well.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20205;Very well.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20206;Very well.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20207;Very well.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20208;Very well.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20209;Very well.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20210;Very well.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20211;Let us be equal then.;;;;;;;;;;;×òî æ, çíà÷èò áóäåì ðàâíû.;;x
EVTOPTAHF20212;Very well.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20213;Very well.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20214;I will bring this sinner to justice.;;;;;;;;;;;ß ïðèçîâó ýòîãî ãðåøíèêà ê îòâåòó.;;x
EVTOPTAHF20215;I will bring this sinner to justice.;;;;;;;;;;;ß ïðèçîâó ýòîãî ãðåøíèêà ê îòâåòó.;;x
EVTOPTAHF20216;You shall have your lands back.;;;;;;;;;;;Âû ïîëó÷èòå íàçàä ñâîè çåìëè.;;x
EVTOPTAHF20217;The warrior-monks will have their lands.;;;;;;;;;;;Âîèíû-ìîíàõè ïîëó÷àò ñâîè çåìëè.;;x
EVTOPTAHF20218;I will not allow it!;;;;;;;;;;;ß ýòîãî íå ïîçâîëþ!;;x
EVTOPTAHF20219;May God see that day come soon.;;;;;;;;;;;[Root.Religion.GetHighGodName] âèäèò, ýòîò äåíü ñêîðî íàñòàíåò.;;x
EVTOPTAHF20220;Finally...;;;;;;;;;;;Íàêîíåö-òî...;;x
EVTOPTAHF20221;You shall have your lands back.;;;;;;;;;;;Âû ïîëó÷èòå ñâîè çåìëè.;;x
EVTOPTAHF20222;It will never happen!;;;;;;;;;;;Ýòîìó íå áûâàòü!;;x
EVTOPTAHF20223;And reclaim these lands I shall.;;;;;;;;;;;ß âåðíó ýòè çåìëè.;;x
EVTOPTAHF20225;If this is the will of God...;;;;;;;;;;;Íó åñëè òàêîâà âîëÿ Áîæèÿ...;;x
EVTOPTAHF20226;Surely it is for the best.;;;;;;;;;;;Ýòî âñ¸ ê ëó÷øåìó.;;x
EVTOPTAHF20230;Surely it is for the best?;;;;;;;;;;;Íî âåäü ýòî ê ëó÷øåìó, íå òàê ëè?;;x
EVTOPTAHF20232;How unfortunate.;;;;;;;;;;;Êàê íåóäà÷íî.;;x
EVTOPTAHF20233;How unfortunate for [From.GetHerHim].;;;;;;;;;;;Íå ïîâåçëî [From.GetHerHim].;;x
EVTOPTAHF20235;I will pay, but I want no to have no part in this.;;;;;;;;;;;ß âñ¸ îïëà÷ó, íî íå õî÷ó â ýòîì ó÷àñòâîâàòü.;;x
EVTOPTAHF20236;Wine! I need more wine!;;;;;;;;;;;Âèíà! Åù¸ âèíà!;;x
EVTOPTAHF20237;I am ready for your blessing, [coronation_priest.GetFatherMother]!;;;;;;;;;;;ß ãîòîâ[Root.GetEndA], ñâÿò[coronation_priest.GetAyaOy] [coronation_priest.GetFatherMother]!;;x
EVTOPTAHF20238;I am already in Heaven.;;;;;;;;;;;ß óæå ðàþ.;;x
EVTOPTAHF20239;Now, onto the official coronation...;;;;;;;;;;;À òåïåðü ïðèñòóïèì ê îôèöèàëüíîé êîðîíàöèè...;;x
EVTOPTAHF20240;Very well.;;;;;;;;;;;×òî æ, õîðîøî.;;x
EVTOPTAHF20241;Very well.;;;;;;;;;;;Î÷åíü õîðîøî.;;x
EVTOPTAHF20300;It shall be an extravagant ceremony.;;;;;;;;;;;Ýòî áóäåò ýêñòðàâàãàíòíàÿ öåðåìîíèÿ.;;x
EVTOPTAHF20301;I will be sure to attend.;;;;;;;;;;;Íè çà ÷òî íå ïðîïóùó òàêîå ñîáûòèå.;;x
EVTOPTAHF20302;I will be sure to attend.;;;;;;;;;;;Íè çà ÷òî íå ïðîïóùó òàêîå ñîáûòèå.;;x
EVTOPTAHF20303;Very good.;;;;;;;;;;;Õîðîøî.;;x
EVTOPTAHF20304;What a pity.;;;;;;;;;;;Î÷åíü æàëü.;;x
EVTOPTAHF20305;It will never be soon enough.;;;;;;;;;;;Ñêîðåé áû óæå ïîêîí÷èòü ñ ýòèì...;;x
EVTOPTAHF20306;Could we be friends?;;;;;;;;;;;Ìû ìîãëè áû ñòàòü äðóçüÿìè.;;x
EVTOPTAHF20307;Let us join our realms in friendship!;;;;;;;;;;;Äðóæáà ïîìîæåò óêðåïèòü ñâÿçè ìåæäó íàøèìè ñòðàíàìè;;x
EVTOPTAHF20309;Maybe [From.GetSheHe] will change [From.GetHerHis] mind in the future...;;;;;;;;;;;Ìîæåò, [From.GetSheHe] åù¸ ïåðåäóìàåò...;;x
EVTOPTAHF20310;Could we be friends?;;;;;;;;;;;Ìû ìîãëè áû ñòàòü äðóçüÿìè.;;x
EVTOPTAHF20311;Fostering good relations with one's neighbors and subjects is paramount.;;;;;;;;;;;Õîðîøèå îòíîøåíèÿ ñ ñîñåäÿìè âàæíåå âñåãî ïðî÷åãî.;;x
EVTOPTAHF20312;I might even learn something from [From.GetHerHis] example.;;;;;;;;;;;Âîçìîæíî, ÿ ìîãó ó í[From.GetHersHis] ÷åìó-íèáóäü íàó÷èòüñÿ.;;x
EVTOPTAHF20313;I wonder if I could apply them on my own holdings...;;;;;;;;;;;Èíòåðåñíî, ñìîãó ëè ÿ ïðèìåíèòü ýòî ê ñâîèì çåìëÿì...;;x
EVTOPTAHF20314;I will keep listening to them in the shadows.;;;;;;;;;;;ß ìîãó ñëóøàòü èõ áåñêîíå÷íî.;;x
EVTOPTAHF20315;...I might be learning something useful tonight.;;;;;;;;;;;Îäíàêî, ñåãîäíÿ ÿ óçíàë[Root.GetEndA] ÷òî-òî íîâîå.;;x
EVTOPTAHF20316;Hear me, everyone!;;;;;;;;;;;Ïîñëóøàéòå ìåíÿ.;;x
EVTOPTAHF20317;Phew...;;;;;;;;;;;Ôóõõõ...;;x
EVTOPTAHF20318;Ugh, this could have gone better.;;;;;;;;;;;Íåóäîáíî ïîëó÷èëîñü...;;x
EVTOPTAHF20319;Myself included.;;;;;;;;;;;Âêëþ÷àÿ ìåíÿ.;;x
EVTOPTAHF20320;What a shame.;;;;;;;;;;;Êàêîé ïîçîð.;;x
EVTOPTAHF20321;I shall be the greatest [Root.GetTitle] ever!;;;;;;;;;;;ß ñòàíó ëó÷øèì ïðàâèòåëåì â èñòîðèè!;;x
EVTOPTAHF20322;And I will not disappoint them.;;;;;;;;;;;È ÿ íå ðàçî÷àðóþ èõ.;;x
EVTOPTAHF20323;I am the most important person EVER!;;;;;;;;;;;ß - âåëè÷àéøàÿ ôèãóðà â ìèðîâîé ïîëèòèêå!;;x
