# Vanilla
alcohol_gift_decision;Send Alcohol Gift;;;;;;;;;;;Ïîäàðèòü [GetAlcoholContainerType] [From.GetAlcoholGEN];;x
hold_jarilo;Hold Jarilo Festival;;;;;;;;;;;Ïðàçäíèê â ÷åñòü ßðèëî;;x
hold_jarilo_desc;Celebrate the fertility god Jarilo, son of Perun, and the coming of spring with a great festival.;;;;;;;;;;;Ïðîâåñòè ïðàçäíåñòâà â ÷åñòü áîãà ßðèëî, ñûíà Ïåðóíà, è îòìåòèòü ïðèõîä âåñíû.;;x
hold_nerge;Hold the Nerge;;;;;;;;;;;Ïðîâåñòè äæåðãå;;x
hold_nerge_desc;In the Nerge, or the Great Hunt, an entire Mongol army hunts all wildlife in a vast expanse of wilderness. This not only provides food for the winter, but also improves discipline among the troops.;;;;;;;;;;;Âî âðåìÿ äæåðãå, èëè Áîëüøîé Îõîòû, âñÿ ìîíãîëüñêàÿ àðìèÿ îõîòèòüñÿ çà âñåìè æèâîòíûìè íà øèðîêèõ ïðîñòîðàõ äèêîé ìåñòíîñòè. Ýòî íå òîëüêî îáåñïå÷èâàåò ïðîäîâîëüñòâèåì íà çèìó, íî òàê æå óëó÷øàåò äèñöèïëèíó ñðåäè âîéñê.;;x
hold_ukon_juhla;Hold Ukon Juhla Festival;;;;;;;;;;;Ïðàçäíèê Óêîí Þëà;;x
hold_ukon_juhla_desc;Celebrate the coming of summer and pay tribute to Ukko, the god of weather and crops, by hosting the Ukon juhla festival.;;;;;;;;;;;Ïðàçäíîâàòü ïðèõîä ëåòà è îòäàòü äàíü Óêêî, áîãó ïîãîäû è êóëüòóðû, ïóò¸ì îðãàíèçàöèè ïðàçäíèêà Óêîí Þëà.;;x
hold_uzgavenes;Hold Užgavenes Festival;;;;;;;;;;;Ïðîâåñòè ïðàçäíèê Óãàâåíñ!;;x
hold_uzgavenes_desc;The Užgavenes festival takes place in spring to celebrate the end of winter and the coming of summer.;;;;;;;;;;;Ïðàçäíèê Óãàâåíñ ïðîõîäèò âåñíîé, ÷òîá îòìåòèòü êîíåö çèìû è ïðèõîä ëåòà.;;x
organize_varangian_guard;Organize the Varangian Guard;;;;;;;;;;;Ñîçäàòü Âàðÿæñêóþ ãâàðäèþ;;x
organize_varangian_guard_desc;Recruit Varangian warriors from the north into an elite unit that will serve as the personal guard of the [Root.GetTitle].;;;;;;;;;;;Íàíÿòü âàðÿæñêèõ âîèíîâ ñ ñåâåðà â ýëèòíóþ àðìèþ, êîòîðàÿ áóäåò ñëóæèòü â êà÷åñòâå ëè÷íîé îõðàíû.;;x
pick_main_deity;Pick Patron Deity;;;;;;;;;;;Âûáðàòü áîæåñòâî-ïîêðîâèòåëÿ;;x
pick_main_deity_desc;There are many gods and goddesses who rule over different aspects of our life. While all of them should be honored properly, it is common for people to pick a deity whom they pray and sacrifice to more often.;;;;;;;;;;;Â íàøåé æèçíè åñòü ìíîæåñòâî áîãîâ è áîãèíü. Ïî÷èòàòü èõ - ñâÿòàÿ îáÿçàííîñòü êàæäîãî, íî âûáðàòü ñðåäè íèõ êîãî-òî êàê ãëàâíîãî è íàèáîëåå ïî÷èòàåìîãî - îáû÷íîå äåëî.;;x
restore_ecumenical_patriarchate;Restore the Ecumenical Patriarchate;;;;;;;;;;;Âîññòàíîâèòü Âñåëåíñêèé ïàòðèàðõàò;;x
restore_ecumenical_patriarchate_desc;Now that we control Constantinople, we can restore the Orthodox Ecumenical Patriarchate. May it return to its former glory!;;;;;;;;;;;Òåïåðü, êîãäà ìû êîíòðîëèðóåì Êîíñòàíòèíîïîëü, ìû ìîæåì âîññòàíîâèòü Âñåëåíñêèé ïàòðèàðõàò. Äà îáðåò¸ò îí áûëóþ ñëàâó!;;x
restore_priesthood;Restore the High Priesthood;;;;;;;;;;;Âîññòàíîâèòü âûñøåå æðå÷åñòâî;;x
restore_priesthood_desc;If the Zoroastrian faith makes a return as the state religion of Persia, the time will be ripe for the reinstitution of the office of the Priest of Priests: the Moabadan-Moabad.;;;;;;;;;;;Åñëè çîðîàñòðèçì âíîâü ñòàíåò ãëàâåíñòâóþùåé ðåëèãèåé Ïåðñèè, ïðèä¸ò âðåìÿ è äëÿ âîññòàíîâëåíèÿ ïîñòà Ñâÿòåéøåãî èç Ñâÿòåéøèõ, Ìîáåäàí-Ìîáåäà;;x
vassal_sacrifice_decision;Sacrifice;;;;;;;;;;;Æåðòâîïðèíîøåíèå;;x
vassal_sacrifice_decision_desc;Have your priests sacrifice [Root.GetTitledFirstName] to the gods.;;;;;;;;;;;Âåëåòü æðåöàì - [Root.GetTitledFirstName] ñòàíåò æåðòâîé áîãàì.;;x
vassal_sacrifice_decision_named;Sacrifice [Root.GetFirstName];;;;;;;;;;;Ïðèíåñòè [Root.GetHersHis] â æåðòâó;;x
# Charlemagne
borrow_money_haruriyyah;Borrow 300¤ from the Haruriyyah;;;;;;;;;;;Çàíÿòü 300¤ ó âîèíîâ Õàðóðèéÿ;;x
borrow_money_haruriyyah_desc;I can borrow money from the Haruriyyah and pay back the same sum at any time. However, while I'm in their debt, the Grand Master can make various requests, like one of my sons joining their ranks.;;;;;;;;;;;ß ìîãó çàíÿòü äåíüãè ó âîèíîâ Õàðóðèéÿ è âåðíóòü òó æå ñóììó â ëþáîé ìîìåíò. Îäíàêî ïîêà ÿ ó íèõ â äîëãó, âåëèêèé ìàãèñòð îðäåíà ìîæåò ïðîñèòü ìåíÿ îá îòâåòíûõ óñëóãàõ, íàïðèìåð, ÷òîáû îäèí èç ìîèõ ñûíîâåé ïîïîëíèë èõ ðÿäû.;;x
donate_money_to_haruriyyah;Donate 300¤ to the Haruriyyah;;;;;;;;;;;Ïîæåðòâîâàòü 300¤ Õàðóðèéÿ;;x
donate_money_to_haruriyyah_desc;I can donate money to the Haruriyyah in exchange for [Player.Religion.GetPietyName] and lifelong respect from the Priesthood.;;;;;;;;;;;ß ìîãó ïåðåäàòü äåíüãè âîèíàì Õàðóðèéÿ â îáìåí íà áëàãî÷åñòèå è ïîæèçíåííîå óâàæåíèå ñî ñòîðîíû ñâÿùåíñòâà.;;x
donate_money_to_zun_warriors;Donate 300¤ to the Knights of the Sun;;;;;;;;;;;Ïîæåðòâîâàòü 300¤ Ðûöàðÿì Ñîëíöà;;x
donate_money_to_zun_warriors_desc;I can donate money to the Knights of the Sun in exchange for [Player.Religion.GetPietyName] and lifelong respect from the Priesthood.;;;;;;;;;;;ß ìîãó ïåðåäàòü äåíüãè Ðûöàðÿì Ñîëíöà â îáìåí íà áëàãî÷åñòèå è ïîæèçíåííîå óâàæåíèå ñî ñòîðîíû æðåöîâ.;;x
expel_saint_anthony;Expel the Order of Saint Anthony;;;;;;;;;;;Èçãíàòü îðäåí Ñâÿòîãî Àíòîíèÿ;;x
expel_saint_anthony_desc;I can drive the Order of Saint Anthony from my realm and seize their castles. However, it is a very impious thing to do...;;;;;;;;;;;ß ìîãó èçãíàòü îðäåí Ñâÿòîãî Àíòîíèÿ èç ñâîèõ çåìåëü è çàõâàòèòü èõ çàìêè. Îäíàêî, ýòî íå÷åñòèâûé ïîñòóïîê...;;x
expel_the_haruriyyah;Expel the Haruriyyah;;;;;;;;;;;Èçíàòü âîèíîâ Õàðóðèéÿ;;x
expel_the_haruriyyah_desc;I can drive the Haruriyyah from my realm and seize their castles. However, it is a very impious thing to do...;;;;;;;;;;;ß ìîãó èçãíàòü âîèíîâ Õàðóðèéÿ èç ñòðàíû è çàõâàòèòü èõ çàìêè. Îäíàêî ñòîëü íå÷åñòèâûé àêò íå îñòàíåòñÿ áåç âíèìàíèÿ...;;x
expel_zun_warriors;Expel the Knights of the Sun;;;;;;;;;;;Èçãíàòü Ðûöàðåé Ñîëíöà;;x
expel_zun_warriors_desc;I can drive the Knights of the Sun from my realm and seize their castles. However, it is a very impious thing to do...;;;;;;;;;;;ß ìîãó èçãíàòü Ðûöàðåé Ñîëíöà èç ñòðàíû è çàõâàòèòü èõ çàìêè. Îäíàêî ñòîëü íå÷åñòèâûé àêò íå îñòàíåòñÿ áåç âíèìàíèÿ...;;x
form_new_empire;Found a New Empire;;;;;;;;;;;Îñíîâàòü íîâóþ èìïåðèþ;;x
form_new_empire_desc;A powerful [Root.PrimaryTitle.GetRulerTitle] such as I surely deserves to be recognized as something more. Perhaps the time has come to claim my place in the sun...;;;;;;;;;;;[Root.PrimaryTitle.GetRulerTitle] âðîäå ìåíÿ çàñëóæèâàåò ÷åãî-òî áîëüøåãî. Âîçìîæíî, ïðèøëî âðåìÿ çàíÿòü äîñòîéíîå ìåñòî ïîä ñîëíöåì...;;x
form_new_kingdom;Found a New Kingdom;;;;;;;;;;;Îñíîâàòü íîâîå êîðîëåâñòâî;;x
form_new_kingdom_desc;A powerful [Root.PrimaryTitle.GetRulerTitle] such as I surely deserves to be recognized as something more. Perhaps the time has come to claim my place in the sun...;;;;;;;;;;;[Root.PrimaryTitle.GetRulerTitle] âðîäå ìåíÿ çàñëóæèâàåò ÷åãî-òî áîëüøåãî. Âîçìîæíî, ïðèøëî âðåìÿ çàíÿòü äîñòîéíîå ìåñòî ïîä ñîëíöåì...;;x
hold_zun_feast;Hold Festival of the Sun;;;;;;;;;;;Ïðîâåñòè ïðàçäíèê Ñîëíöà;;x
hold_zun_feast_desc;Hold a Festival of the Sun with your vassals and courtiers, celebrating the summer solstice and paying homage to Zun the Giver of Light and Justice.;;;;;;;;;;;Ïðîâåñòè ïðàçäíèê Ñîëíöà ñî ñâîèìè âàññàëàìè è ïðèäâîðíûìè, îòïðàçäíîâàâ ëåòíåå ñîëíöåñòîÿíèå, âîçäàâ äîëæíîå Çóíó, Äàðóþùåìó Ñâåò è Ñïðàâåäëèâîñòü.;;x
renounce_iconoclasm;Renounce Iconoclasm;;;;;;;;;;;Îòðå÷üñÿ îò èêîíîáîð÷åñòâà;;x
renounce_iconoclasm_desc;Many in your realm and abroad are strongly against the Iconoclast doctrine, which forbids the creation or possession of any religious images or icons and condemns it as idolatry. You could, in the interest of pragmatism, choose to renounce Iconoclasm and declare it a heresy.;;;;;;;;;;;Ìíîãèå â íàøåé ñòðàíå è çà ðóáåæîì ðåøèòåëüíî îòâåðãàþò èêîíîáîð÷åñêóþ äîêòðèíó, êîòîðàÿ çàïðåùàåò ñîçäàíèå èëè âëàäåíèå ëþáûìè ðåëèãèîçíûìè èçîáðàæåíèÿìè èëè èêîíàìè è îñóæäàåò ýòî êàê èäîëîïîêëîíñòâî. Âû ìîãëè áû, â èíòåðåñàõ ïðàãìàòèçìà, îòðå÷üñÿ îò èêîíîáîð÷åñòâà è îáúÿâèòü åãî åðåñüþ.;;x
vassal_zun_judgement_decision;Have [Root.GetTitledFirstName] judged by Zun;;;;;;;;;;;Èñïûòàíèå Çóíà;;x
vassal_zun_judgement_decision_desc;By having [Root.GetTitledFirstName] thrown into a pit in the middle of the desert, [Root.GetSheHe] shall be exposed to Zun for days and will be most likely given the 'justice' that [Root.GetSheHe] deserves.;;;;;;;;;;;"[Root.GetTitledFirstName] îêàæåòñÿ â ÿìå ïîñðåäè ïóñòûíè, ãäå áóäåò íàåäèíå ñ Çóíîì â òå÷åíèå íåñêîëüêèõ äíåé è ïîëó÷èò ""ñïðàâåäëèâîñòü"", êîòîðóþ çàñëóæèâàåò.";;x
# Conclave
ask_for_land;Ask Liege for Land;;;;;;;;;;;Ïîïðîñèòü çåìëþ ó ñþçåðåíà;;x
ask_for_land_desc;I can ask my Liege, §Y[Root.GetTitledFirstName]§!, to grant some land to my unlanded child. This can only be done once every two years.;;;;;;;;;;;§Y[Root.GetTitledFirstName]§! - ìîé ñþçåðåí, ÿ ìîãó ïîïðîñèòü [Root.GetHersHis] ïîæàëîâàòü òèòóë ìîåìó ïðÿìîìó áåççåìåëüíîìó ïîòîìêó. Ýòî ìîæíî äåëàòü íå ÷àùå ÷åì ðàç â äâà ãîäà.;;x
ask_for_pardon;Ask for Pardon;;;;;;;;;;;Ïðîñüáà î ïîìèëîâàíèè;;x
ask_for_pardon_desc;Call in a §YFavor§! to remove any reason to banish, execute, imprison or revoke titles your liege may have.;;;;;;;;;;;Ïîñêîëüêó Âàø ñþçåðåí â äîëãó ïåðåä Âàìè, ìîæíî â êà÷åñòâå îòâåòíîé óñëóãè ïîïðîñèòü åãî çàêðûòü ãëàçà íà ëþáûå ïðè÷èíû äëÿ èçãíàíèÿ, êàçíè, çàêëþ÷åíèÿ èëè îòçûâà Âàøèõ òèòóëîâ.;;x
ask_wards_liege_to_allow_culture_religion_swap;Ask Permission for Heritage Focus;;;;;;;;;;;Ðàçðåøåíèå íà òðàäèöèîííîå âîñïèòàíèå;;x
ask_wards_liege_to_allow_culture_religion_swap_desc;Send a letter to §Y[Root.Liege.GetTitledFirstName]§! asking for permission to change the focus for the upbringing of §Y[Root.GetFirstName]§!. Focusing on §YHeritage§! will make §Y[Root.GetFirstName]§! adopt the Guardian's religion and culture.;;;;;;;;;;;§Y[Root.Liege.GetTitledFirstName]§! ïîëó÷èò îò Âàñ ïèñüìî ñ ïðîñüáîé ïîâëèÿòü íà âîñïèòàíèå ðåá¸íêà ïî èìåíè §Y[Root.GetFirstName]§!. Ñîñðåäîòî÷èâøèòü íà §Yíàñëåäèè§!, §Y[Root.GetFirstName]§! ïðèìåò ðåëèãèþ è êóëüòóðó ñâîåãî íàñòàâíèêà.;;x
ask_wards_liege_to_allow_faith_focus;Ask Permission for Faith Focus;;;;;;;;;;;Ïîïðîñèòü î ðåëèãèîçíîì âîñïèòàíèè;;x
ask_wards_liege_to_allow_faith_focus_desc;Send a letter to §Y[Root.Liege.GetTitledFirstName]§! asking for permission to change the childhood focus of §Y[Root.GetFirstName]§!. Focusing on faith will make §Y[Root.GetFirstName]§! adopt your religion.;;;;;;;;;;;Íàïðàâèòü ïèñüìî ñ ïðîøåíèåì î ðåëèãèîçíîì âîñïèòàíèè. §Y[Root.Liege.GetTitledFirstName]§! ïîëó÷èò åãî è ïðèìåò ðåøåíèå, ïîçâîëèòü ëè, ÷òîáû §Y[Root.GetFirstName]§! âîñïèòûâà[Root.GetLasLsya] â èñòèííîé âåðå, è ïðèíÿë[Root.GetEndA] [From.GetReligionFullName].;;x
break_up_with_lover;Break Up;;;;;;;;;;;Áðîñèòü [Root.GetHersHis];;x
break_up_with_lover_desc;Your love affair with §Y[Root.GetTitledFirstNameNoRegnal]§! is ended.;;;;;;;;;;;Âû è §Y[Root.GetTitledFirstNameNoRegnal]§! ïðåêðàòèòå ëþáîâíûå îòíîøåíèÿ.;;x
break_up_with_lover_named;Break up with [Root.GetFirstName];;;;;;;;;;;Ïîðâàòü ñ í[Root.GetEyIm];;x
build_observatory;Build Observatory;;;;;;;;;;;Ïîñòðîèòü îáñåðâàòîðèþ;;x
build_observatory_desc;I can invest in building an observatory to start studying the stars and other celestial bodies. Who knows what I might learn?;;;;;;;;;;;ß ìîãó âëîæèòüñÿ â ïîñòðîéêó îáñåðâàòîðèè, ÷òîáû íà÷àòü èçó÷àòü çâ¸çäû è äðóãèå íåáåñíûå òåëà. Êòî çíàåò, ÷åì ÿ ìîãó íàó÷èòüñÿ?;;x
change_composition_mercenary_company_feudal;Send Equipment to Company;;;;;;;;;;;Ñíàáäèòü âîåííóþ êîìïàíèþ;;x
change_composition_mercenary_company_feudal_desc;By sending more equipment to the Mercenary Company, they will be able to equip lighter units to become heavier units and change its composition.;;;;;;;;;;;Îòïðàâëÿÿ ñíàðÿæåíèå â ñâîþ âîåííóþ êîìïàíèþ, ìîæíî ïîìåíÿòü ñòðóêòóðó îòðÿäà, çàìåíèâ ë¸ãêèå âîéñêà òÿæåëûìè.;;x
change_council_job;Change Council Position;;;;;;;;;;;Ïîìåíÿòü äîëæíîñòü â ñîâåòå;;x
change_council_job_desc;If you think that §Y[Root.GetTitledName]§! is better suited for another job on the council you can exchange [Root.GetHerHis] current council job for another one.;;;;;;;;;;;Åñëè Âû ñ÷èòàåòå, ÷òî §Y[Root.GetTitledName]§! áîëüøå ïîäõîäèò äëÿ äðóãîé ðàáîòû, Âû ìîæåòå ñíÿòü [Root.GetHersHis] ñ íûíåøíåãî ïîñòà â ñîâåòå, íàçíà÷èâ íà äðóãîé.;;x
change_wards_focus_to_faith;Change Childhood Focus to Faith;;;;;;;;;;;Ñìåíèòü âîñïèòàíèå íà ðåëèãèîçíîå;;x
change_wards_focus_to_faith_desc;Change the focus of §Y[Root.GetFirstName]§!. Focusing on faith will make §Y[Root.GetFirstName]§! adopt your religion.;;;;;;;;;;;Áëàãîäàðÿ ðåëèãèîçíîìó âîñïèòàíèþ §Y[Root.GetFirstName]§! ïðèìåò Âàøó âåðó.;;x
change_wards_focus_to_heritage;Change Childhood Focus to Heritage;;;;;;;;;;;Ñìåíèòü âîñïèòàíèå íà íàñëåäèå;;x
change_wards_focus_to_heritage_desc;Change the focus for the upbringing of §Y[Root.GetFirstName]§!. Focusing on §YHeritage§! will make §Y[Root.GetFirstName]§! adopt the Guardian's religion and culture.;;;;;;;;;;;Áëàãîäàðÿ ñìåíå âîñïèòàíèÿ íà §YÍàñëåäèå§!, þí[Root.GetAyaYy] §Y[Root.GetFirstName]§! ïðèìåò ðåëèãèþ è êóëüòóðó ñâîåãî íàñòàâíèêà.;;x
create_mercenary_company_feudal;Assemble Mercenary Company;;;;;;;;;;;×àñòíàÿ âîåííàÿ êîìïàíèÿ;;x
create_mercenary_company_feudal_desc;Gather some men under the command of §Y[Root.GetFirstName]§! and make them available for anyone to hire. You will gain part of the income that the company brings in when hired by another party.;;;;;;;;;;;Ñîáðàòü âîéñêà, êîòîðûìè áóäåò êîìàíäîâàòü §Y[Root.GetFirstName]§!, äëÿ ñîçäàíèÿ íà¸ìíîé àðìèè. Âû áóäåòå ïîëó÷àòü ÷àñòü äîõîäà ýòîé êîìïàíèè, êîãäà êòî-íèáóäü íàéì¸ò å¸ äëÿ ñâîèõ âîåííûõ íóæä.;;x
demand_liege_title;Ask Liege for Title;;;;;;;;;;;Ïîïðîñèòü òèòóë ó ñþçåðåíà;;x
demand_liege_title_desc;My liege holds many titles. As a loyal vassal, surely he could spare me some land...;;;;;;;;;;;Ìîé ñþçåðåí âëàäååò ìíîãèìè òèòóëàìè. Êàê âåðíûé âàññàë ÿ çàñëóæèâàþ íåìíîãî è äëÿ ñåáÿ...;;x
dissolve_mercenary_company_feudal;Dissolve Mercenary Company;;;;;;;;;;;Ðàñïóñòèòü âîåííóþ êîìïàíèþ;;x
dissolve_mercenary_company_feudal_desc;This will put an end to the Mercenary Company. Your current Mercenary Captain may not like this.;;;;;;;;;;;Ýòî ïîëîæèò êîíåö Âàøåé ëè÷íîé âîåííîé êîìïàíèè è ðàñïóñòèò íà¸ìíèêîâ. Èõ êàïèòàíó ýòî ÿâíî íå ïîíðàâèòñÿ.;;x
donate_to_liege;Offer a 200¤ Donation to your Liege;;;;;;;;;;;Ïîæåðòâîâàòü 200¤ ñþçåðåíó;;x
donate_to_liege_desc;As your Liege is building a War Chest you can seize the opportunity and send a generous donation. By sending 200¤at this precarious time you might gain the favor of your liege!;;;;;;;;;;;Âàø ñþçåðåí ñîáèðàåò ñðåäñòâà íà ïîäãîòîâêó ê âîéíå, è Âû ìîæåòå ïîìî÷ü åìó â ýòîì. Âîçìîæíî, ñòîëü ùåäðûé æåñò íå áóäåò çàáûò è Âû ñìîæåòå ïîïðîñèòü ÷òî-òî âçàìåí â áóäóùåì.;;x
extort_subjects;Extort Subjects;;;;;;;;;;;Îáîáðàòü ñâîèõ ïîääàííûõ;;x
extort_subjects_desc;Extorting your subjects is a great way of quickly raising funds for your War Chest - beware though, for this action will be seen as tyrannical by your subjects. The mental health of rulers who care for their subjects may take damage from this action.;;;;;;;;;;;Âûêîëà÷èâàòü äåíüãè èç ñâîèõ ïîääàííûõ - ë¸ãêèé è áûñòðûé ñïîñîá ïîïîëíèòü âîåííûé áþäæåò, õîòü è âîñïðèíèìàåòñÿ êàê àêò òèðàíèè. Óáåäèòåñü, ÷òî ñóäüáà Âàøèõ ïîääàíûõ, ñïðàâåäëèâîñòü è ïðî÷àÿ ÷åïóõà íå òðåâîæàò Âàñ, èíà÷å ýòî ìîæåò íåãàòèâíî ñêàçàòüñÿ íà Âàøåì ïñèõè÷åñêîì çäîðîâüå.;;x
introduce_heir;Introduce Heir to the Realm;;;;;;;;;;;Ïðåäñòàâèòü íàñëåäíèêà;;x
introduce_heir_desc;As your heir is soon of age you can choose to formally introduce [Root.GetHerHim] to the vassals of the realm. This can help build trust that will certainly prove useful for the child in the future.;;;;;;;;;;;Âàø[Root.GetEndA] íàñëåäíè[Root.GetTsaK] ñêîðî ñòàíåò âçðîñë[Root.GetOyYm]. Âû ìîæåòå ïðåäñòàâèòü [Root.GetHersHis] ñâîèì âàññàëàì. Ýòî ïîìîæåò íàëàäèòü ñâÿçè è óêðåïèòü äîâåðèå, êîòîðîå ñûãðàåò âàæíóþ ðîëü â áóäóùåì.;;x
introduce_heir_named;Introduce Heir to the Realm;;;;;;;;;;;Ïðåäñòàâèòü íàñëåäíèêà;;x
request_council_position;Request Council Position;;;;;;;;;;;Ïîïðîñèòü ìåñòî â ñîâåòå;;x
request_council_position_desc;I can ask my Liege, §Y[Root.GetTitledFirstName]§!, for a position on the Council. This can only be done once every two years.;;;;;;;;;;;§Y[Root.GetTitledFirstName]§! - ìîé ñþçåðåí, ÿ ìîãó îáðàòèòüñÿ ê í[Root.GetHerHim] è ïîïðîñèòü äëÿ ñåáÿ ìåñòî â ñîâåòå. Ýòî ìîæíî äåëàòü íå ÷àùå ÷åì ðàç â äâà ãîäà.;;x
send_troops_mercenary_company_feudal;Send Troops to Company;;;;;;;;;;;Ïîïîëíèòü âîåííóþ êîìïàíèþ;;x
send_troops_mercenary_company_feudal_desc;By paying for more troops for the Mercenary Company you can increase its size.;;;;;;;;;;;Óâåëè÷èâ ðàñõîäû íà ñâîþ âîåííóþ êîìïàíèþ, ìîæíî óâåëè÷èòü êîëè÷åñòâî å¸ âîéñê.;;x
# Rajas of India
become_kshatriya;Become Kshatriya Caste;;;;;;;;;;;Ïðèñîåäèíèòüñÿ ê êàñòå Êøàòðèè.;;x
become_kshatriya_desc;Changing caste is traditionally not possible. However, for a determined ruler who is willing to pay the price in gifts and bribes as well as risk the ire of [hindu.GetName] society, even the impossible might be achieved. And after a generation or so, who knows, people might even forget that [Root.GetHerHis] family weren't always Kshatriya...\n\nA person of high learning will impress more and thus and have a lower cost in gold for the whole process.;;;;;;;;;;;Êàê ïðàâèëî, ñìåíèòü êàñòó â Èíäèè íåâîçìîæíî. Îäíàêî, äëÿ ðåøèòåëüíîãî ïðàâèòåëÿ, ãîòîâîãî ïîéòè íà âçÿòêè è ïîäàðêè, âêóïå ñ ðèñêîì íàâëå÷ü íà ñåáÿ ãíåâ [_èíäóèñò]ñêîãî îáùåñòâà, äàæå íåâîçìîæíîå ìîæåò áûòü äîñòèãíóòî. À ñïóñòÿ íåñêîëüêî ïîêîëåíèé, êòî çíàåò, ëþäè ìîãóò äàæå çàáûòü, ÷òî [Root.GetHersHis] ñåìüÿ íå âñåãäà ïðèíàäëåæàëà ê êàñòå Êøàòðèè...\nÂûñîêîîáðàçîâàííàÿ ïåðñîíà âïå÷àòëÿåò ñèëüíåå, ïîýòîìó âåñü ïðîöåññ îáîéä¸òñÿ äåøåâëå.;;x
become_samrat_chakravartin;Become Samrat Chakravartin;;;;;;;;;;;Ñòàòü Ñàìðàò ×àêðàâàðòèíîì;;x
become_samrat_chakravartin_desc;An Indian ruler who manages to emulate Ashoka the Great and unite all the lands of India under [Root.GetHerHis] rule may claim the title of Samrat Chakravartin, Emperor of Emperors. This title embodies the concept of the ideal and universal world ruler in Indian tradition. Claiming it is a hard task, but living up to it may be even harder...;;;;;;;;;;;Èíäèéñêèé ïðàâèòåëü, êîòîðûé ïîéä¸ò ïî ñòîïàì Àøîêè Âåëèêîãî è îáúåäèíèò âñå çåìëè Èíäèè ïîä ñâîåé âëàñòüþ, ìîæåò ïðåòåíäîâàòü íà çâàíèå Ñàìðàò ×àêðàâàðòèíà, èìïåðàòîðà èìïåðàòîðîâ. Ýòî çâàíèå âîïëîùàåò êîíöåïöèþ èäåàëüíîãî è óíèâåðñàëüíîãî ìèðîâîãî ïðàâèòåëÿ â èíäèéñêîé òðàäèöèè. Íåëåãêî ïîñòàâèòü ïåðåä ñîáîé òàêèå çàäà÷è, åù¸ òðóäíåå äîæèòü äî èõ ðåàëèçàöèè...;;x
become_vaishya;Become Vaishya Caste;;;;;;;;;;;Ñòàòü âàéøüåé;;x
become_vaishya_desc;Changing caste is traditionally not possible. However, for a determined ruler who is willing to pay the price in gifts and bribes as well as risk the ire of [hindu.GetName] society, even the impossible might be achieved. And after a generation or so, who knows, people might even forget that [Root.GetHerHis] family weren't always Vaishya...\n\nA person of high learning will impress more and thus and have a lower cost in gold for the whole process.;;;;;;;;;;;Îáû÷àè [_èíäóèñò]îâ íå ïîçâîëÿþò ìåíÿòü êàñòó. Òåì íå ìåíåå, äëÿ ïðàâèòåëÿ, êîòîðûé ãîòîâ èçðÿäíî ïîòðàòèòüñÿ íà âçÿòêè è ïîäàðêè... êîòîðûé íå áîèòñÿ íàâëå÷ü íà ñåáÿ ãíåâ ñâîèõ ïîääàííûõ, è íåâîçìîæíîå ñòàíîâèòñÿ âîçìîæíûì. Ñïóñòÿ ïîêîëåíèÿ, êòî çíàåò, ìîæåò áûòü âñå äàâíî çàáóäóò î òîì, ÷òî åãî ñåìüÿ êîãäà-òî íå ñîñòîÿëà â ýòîé êàñòå...\nÂûñîêîîáðàçîâàííûé ÷åëîâåê ïðîèçâîäèò ëó÷øåå âïå÷àòëåíèå, ïîýòîìó íåñ¸ò ìåíüøå ðàñõîäîâ.;;x
choose_hindu_patron_deity;Choose a Patron Deity;;;;;;;;;;;Âûáðàòü áîæåñòâî-ïîêðîâèòåëÿ;;x
choose_hindu_patron_deity_desc;You can choose a personal patron deity from among the most powerful of the many gods and godesses of the Hindu faith. People will associate your rule with that deity and some aspects of government will be strengthened as a result, though you should be aware that this always has a cost in some other area. There are those who argue that it's best to stay neutral and anger no one.;;;;;;;;;;;Âîçìîæåí âûáîð ïåðñîíàëüíîãî áîæåñòâà ïîêðîâèòåëÿ èç ïàíòåîíà èíäóèñòñêîé ðåëèãèè. Ëþäè áóäóò àññîöèèðîâàòü Âàøå ïðàâëåíèå ñ ïîêðîâèòåëåì, è íåêîòîðûå àñïåêòû â ïðàâëåíèè áóäóò óñèëåíû, îäíàêî ó âñåãî åñòü ñâîÿ öåíà. Íåêîòîðûå ñ÷èòàþò, ÷òî ëó÷øå îñòàâàòüñÿ íåéòðàëüíûì, äàáû íå âûçâàòü íè÷åé ãíåâ.;;x
convert_indian_branch;Change Religious Branch;;;;;;;;;;;Èçìåíèòü ðåëèãèîçíîå íàïðàâëåíèå;;x
convert_indian_branch_desc;A person following any of the [indian_group.GetGroupName] religions may convert from one branch of their religion to another. Such a choice may only be made once in a lifetime, however.;;;;;;;;;;;Ëþáîé, êòî ñëåäóåò òðàäèöèÿì [This.GetIndianGroupName][This.GetRandomRGTransformGEN], ìîæåò ïåðåéòè îò îäíîé ðåëèãèîçíîé âåòâè ê äðóãîé. Òàêîé âûáîð, îäíàêî, ìîæíî ñäåëàòü ëèøü ðàç â æèçíè.;;x
convert_to_buddhism;Convert to Buddhism;;;;;;;;;;;Êîíâåðòèðîâàòü â Áóääèçì;;x
