EVTOPTFUS_FROM_TRUTH_BOMB_TT;§Y[From.GetFirstName]§! might be pleased with you.;;;;;;;;;;;Âîçìîæíî, §Y[This.GetFirstName]§! áóäåò äîâîë[This.GetSoftNaEn] Âàìè.;;x
EVTDESCD_ZE_12102;I had expected some letters today but couldn't find any. I was suspicious at first but when I asked [From.GetFirstName] [From.GetSheHe] pointed to a table where they were already sorted for me, untouched.;;;;;;;;;;;"Ñåãîäíÿ ÿ æäàë[Root.GetEndA] ïèñüìî, íî íèêàê íå ìîã[Root.GetNoneE] åãî íèãäå íàéòè. ""[From.GetFirstName], äîðîã[From.GetAyaOy], òû ñëó÷àéíî íå âèäåë[From.GetEndA] òóò ïèñüìî?"" — ñïðîñèë[Root.GetEndA] ÿ áåç îñîáîé íàäåæäû íà óñïåõ. Íî êàêîâî æå áûëî ìî¸ óäèâëåíèå, êîãäà â îòâåò [From.GetSheHe] óêàçàë[From.GetEndA] íà ñòîë, îíî ëåæàëî íà âèäó, íåâñêðûòîå.";;x
EVTDESCD_ZE_12104;[From.GetTitledName] came downstairs just as I was opening the letter but [From.GetSheHe] wasn't angry with me. [From.GetSheHeCap] told me it is considered rude to go through other people's belongings.;;;;;;;;;;;[From.GetTitledName] çàìåòèë[From.GetEndA], ÷òî ÿ âñêðûâàþ [From.GetHersHis] ïèñüìî, êîãäà çàø[From.GetLaYol] â ñâîé êàáèíåò, íî, íà óäèâëåíèå, ñîâñåì íå ðàçîçëè[From.GetLasLsya]. [From.GetSheHeCap] íà÷àë[From.GetEndA] ïîäðîáíî îáúÿñíÿòü ìíå, êàê âàæíî óâàæàòü ÷àñòíóþ æèçíü è ñîáñòâåííîñòü äðóãèõ ëþäåé.;;x
EVTDESCD_ZE_12106;After talking to [From.GetFirstName] [From.GetSheHe] seems to understand the concept of privacy better.;;;;;;;;;;;Ìû ïîãîâîðèëè, è òåïåðü, äóìàþ, [From.GetFirstName] ïîíèìàåò, íàñêîëüêî âàæíà íåïðèêîñíîâåííîñòü ÷àñòíîé æèçíè.;;x
EVTDESCD_ZE_12112;[From.GetFirstName] and I always get along well and now [From.GetSheHe] told me that we should stay friends forever.;;;;;;;;;;;[From.GetFirstName] ñêàçàë[From.GetEndA], ÷òî íàì òàê âåñåëî âìåñòå, è [From.GetSheHe] õî÷åò, ÷òîáû ìû âñåãäà îñòàâàëèñü ëó÷øèìè äðóçüÿìè.;;x
EVTDESCD_ZE_12114;[From.GetFirstName] seemed a bit uneasy when I told [From.GetHerHim] how I felt. [From.GetSheHeCap] said that it was a nice thing to say, but maybe we should spend less time together.;;;;;;;;;;;"[From.GetFirstName] áûë[From.GetEndA] ñìóùåí[From.GetEndA] ìîèì ïðèçíàíèåì, à ïîòîì ñêàçàë[From.GetEndA], ÷òî ""âñ¸ ýòî î÷åíü ìèëî, íî íàì ëó÷øå âèäåòüñÿ íå òàê ÷àñòî"".";;x
EVTDESCD_ZE_12116;[From.GetFirstName] seemed a bit uneasy when I told [From.GetHerHim] how I felt. [From.GetSheHeCap] said that it was a nice thing to say, but maybe we should spend less time together.;;;;;;;;;;;Ïîõîæå, [From.GetFirstName] ñîâñåì íå òî èìåë[From.GetEndA] â âèäó. Òåïåðü [From.GetSheHe] èçáåãàåò ìåíÿ. Êàê æå ñòûäíî...;;x
EVTDESCE_ZE_12054;The bullies all scatter when I tell them to stop. The small child looks at me and asks for food without mentioning the others and what they did. Is this how commoners live?;;;;;;;;;;;Õóëèãàíû áðîñèëèñü âðàññûïíóþ, êàê òîëüêî ÿ ñêàçàë[Root.GetEndA] èì îñòàíîâèòüñÿ. Ìàëåíüêèé ìàëü÷èê ïîñìîòðåë íà ìåíÿ è, êàê íè â ÷åì íå áûâàëî, ïîïðîñèë åäû, íå îáðàùàÿ âíèìàíèÿ íà ïðîèçîøåäøåå òîëüêî ÷òî. Âîò çíà÷èò êàê æèâóò ïðîñòîëþäèíû.;;x
EVTDESCE_ZE_12056;[From.GetFirstName] seems a bit frustrated by [From.GetHerHis] failed attempts. [From.GetSheHeCap] doesn't seem to respond well to my encouraging words.;;;;;;;;;;;[From.GetFirstName], êàæåòñÿ, íåìíîãî ðàññòðîåí[From.GetEndA] èç-çà íåóäà÷íûõ ïîïûòîê. Íå ïîõîæå, ÷òîáû [From.GetSheHe] ðåàãèðîâàë[From.GetEndA] íà ìîè îáîäðÿùèå ñëîâà ñ äîëæíûì ýíòóçèàçìîì.;;x
EVTDESCE_ZE_12064;The other children are chasing each other, lots of running and jumping.;;;;;;;;;;;Äðóãèå äåòè áåãàþò äðóã çà äðóãîì, ïðûãàþò è âñ¸ òàêîå.;;x
EVTDESCE_ZE_12074;We had some time to play before we finished all of the work.;;;;;;;;;;;Ìû íåìíîãî ïîèãðàëè âî âðåìÿ ðàáîòû.;;x
EVTDESCE_ZE_12084;Yes! I found my vest and no one will even know it was missing.;;;;;;;;;;;Äà! ß íàø[Root.GetLaYol] ñâîé ïëàù! Íèêòî äàæå íå óçíàë, ÷òî ÿ òåðÿë[Root.GetEndA] åãî.;;x
EVTDESCE_ZE_12094;I ran very fast and I made it in time. We had lots of fun and the servants seem to like me.;;;;;;;;;;;ß áåæàë[Root.GetEndA] äîñòàòî÷íî áûñòðî è óñïåë[Root.GetEndA] äî òîãî, êàê äîæäü óñèëèëñÿ. Ìû âåñåëî ïðîâåëè âðåìÿ, ñëóãàì ÿ ïîíðàâè[Root.GetLasLsya].;;x
EVTDESCE_ZE_12096;No matter what I do or avoid doing, there seems to be no good way to make [From.GetFirstName] relax. [From.GetSheHeCap] won't eat at all now and I have no more energy to deal with it.;;;;;;;;;;;×òî áû ÿ íè äåëàë[Root.GetEndA], [From.GetFirstName] âå÷íî íåäîâîë[From.GetSoftNaEn]. [From.GetSheHeCap] îòêàçûâàåòñÿ åñòü, è ìíå óæå íàäîåëî áîðîòüñÿ ñ ýòèì.;;x
EVTDESCE_ZE_12104;It was a big disgusting rat. It hissed and bit me in the hand and now it hurts, a lot!;;;;;;;;;;;Ýòî áûëà îãðîìíàÿ ìåðçêàÿ êðûñà. Îíà ïèñêíóëà è óêóñèëà ìåíÿ! Òåïåðü ðóêà ñèëüíî áîëèò.;;x
EVTDESCE_ZE_12114;After a whole night of religious ritual, I started getting hungry and my mind wandered. Maybe [Root.Religion.GetRandomGodName] is happy with the time I spent here.;;;;;;;;;;;Ïðîâåäÿ âñþ íî÷ü â õðàìå, ÿ ïðîãîëîäà[Root.GetLasLsya], è ó ìåíÿ çàêðóæèëàñü ãîëîâà. Äóìàþ, [Root.Religion.GetRandomGodName] çàìåòèò, êàê ÿ ñòàðàþñü.;;x
EVTDESCF_ZE_12056;[From.GetFirstName] went back to [From.GetHerHis] room to do other things now.;;;;;;;;;;;[From.GetFirstName], â êîíöå êîíöîâ, ïðîñòî âåðíó[From.GetLasLsya] â ñâîþ êîìíàòó è çàíÿ[From.GetLasLsya] äðóãèìè äåëàìè.;;x
EVTDESCF_ZE_12074;She was not ticklish, and now she is telling everybody what a hassle I am to have around.;;;;;;;;;;;"Îíà ÿâíî íå ëþáèò ùåêîòêó. Áîëåå òîãî, îíà ðàññêàçàëà âñåì, êàêîé ÿ ""íåñíîñíûé ðåá¸íîê"".";;x
EVTDESCF_ZE_12094;I made it to the servants' quarters, but I got very wet. Then we had a good time and they felt sorry for me having to go out in the cold..;;;;;;;;;;;Ê òîìó ìîìåíòó, êîãäà ÿ äîáåæàë[Root.GetEndA] ê äîìèêó äëÿ ñëóã, âñÿ ìîÿ îäåæäà íàñêâîçü ïðîìîêëà. È õîòÿ ìû õîðîøî ïðîâåëè âðåìÿ, îíè äîëãî èçâèíÿëèñü çà òî, ÷òî âñ¸ òàê îáåðíóëîñü.;;x
EVTDESCF_ZE_12096;[From.GetFirstName] finally decided to eat [From.GetHerHis] food.;;;;;;;;;;;[From.GetFirstName] íàêîíåö-òî ñîãëàñè[From.GetLasLsya] ïîåñòü.;;x
EVTDESCF_ZE_12104;I found an injured bird, it seems to have fallen from its nest. Maybe I can keep it as a pet while it recovers.;;;;;;;;;;;ß íàø[Root.GetLaYol] ðàíåíóþ ïòè÷êó. Ïîõîæå, îíà âûïàëà èç ãíåçäà. Íàäî îñòàâèòü å¸ ó ñåáÿ, ïîêà îíà íå ïîïðàâèòñÿ.;;x
EVTOPTA_ZE_12000;It's inappropriate, and I will tell [haughty_events_char_1.GetHerHim]!;;;;;;;;;;;Ýòî íåïðàâèëüíî, ÿ ñêàæó [haughty_events_char_1.GetHerHim]!;;x
EVTOPTA_ZE_12002;I'll catch the brat and give [From.GetHerHim] a good hiding!;;;;;;;;;;;ß ïîéìàþ [From.GetHersHis] è âûïîðþ!;;x
EVTOPTA_ZE_12004;The [GetRootFromInsult]! I will tell everyone!;;;;;;;;;;;[GetRootFromInsult]! ß âñåì ðàññêàæó!;;x
EVTOPTA_ZE_12010;I could let [affectionate_events_char_1.GetHerHim] play with them.;;;;;;;;;;;Ïóñòü ïîèãðàåò ñ íèìè, åñëè õî÷åò.;;x
EVTOPTA_ZE_12012;Yes, that would be nice!;;;;;;;;;;;Óðà, ñïàñèáî!;;x
EVTOPTA_ZE_12014;It's so nice to share with others!;;;;;;;;;;;Äåëèòü ðàäîñòü ñ äðóãèìè òàê ïðèÿòíî.;;x
EVTOPTA_ZE_12016;Let's play again sometime!;;;;;;;;;;;Äàâàé, ïîèãðàåì ïîòîì åù¸!;;x
EVTOPTA_ZE_12020;No one would listen to me anyway...;;;;;;;;;;;Âñ¸ ðàâíî íèêòî ìåíÿ íå ïîñëóøàåò...;;x
EVTOPTA_ZE_12022;The little wretch!;;;;;;;;;;;Ìåëêîå îòðîäüå!;;x
EVTOPTA_ZE_12024;What? It's not my problem!;;;;;;;;;;;Íî ÿ-òî òóò ïðè ÷¸ì?;;x
EVTOPTA_ZE_12026;I shall remember this.;;;;;;;;;;;ß [From.GetHerHim] ýòî ïðèïîìíþ.;;x
EVTOPTA_ZE_12030;I'll tell [rowdy_events_char_1.GetHerHim] to stop!;;;;;;;;;;;ß âåëþ [rowdy_events_char_1.GetHerHim] îñòàíîâèòüñÿ!;;x
EVTOPTA_ZE_12030_TOOLTIP1;The matter escalates...\n;;;;;;;;;;;Äåëî îáîñòðèòñÿ...\n;;x
EVTOPTA_ZE_12032;I'll tell [From.GetHerHim] to get lost!;;;;;;;;;;;Íå íðàâèòñÿ, ïóñòü ïðîâàëèâàåò!;;x
EVTOPTA_ZE_12034;Fist fiiiiight!;;;;;;;;;;;Äàòü [From.GetHerHim] ïî ðîæå!;;x
EVTOPTA_ZE_12036;Come on then, you [GetRootFromInsult]!;;;;;;;;;;;Äàòü [From.GetHerHim] ñäà÷è!;;x
EVTOPTA_ZE_12040;It will fit if you help me.;;;;;;;;;;;Îíà íàëåçåò! Ïîìîãèòå ìíå.;;x
EVTOPTA_ZE_12042;No child tells me what to do.;;;;;;;;;;;Íè îäèí ðåá¸íîê íå áóäåò óêàçûâàòü ìíå, ÷òî äåëàòü.;;x
EVTOPTA_ZE_12044;[From.GetSheHeCap]'s a meanie!;;;;;;;;;;;[From.GetSheHeCap] çë[From.GetAyaOy]!;;x
EVTOPTA_ZE_12046;Well [From.GetSheHe]'s stupid.;;;;;;;;;;;Ìàëåíüê[From.GetAyaIy] è ãëóï[From.GetAyaYy], ÷òî òóò ïîäåëàòü...;;x
EVTOPTA_ZE_12050;Pour some water on [brooding_events_char_1.GetHerHim].;;;;;;;;;;;Îêàòèòü [brooding_events_char_1.GetHersHis] âîäîé èç êóâøèíà.;;x
EVTOPTA_ZE_12052;I'll show [From.GetHerHim]!;;;;;;;;;;;[From.GetSheHeCap] ó ìåíÿ ïîëó÷èò!;;x
EVTOPTA_ZE_12054;My life will never be like this.;;;;;;;;;;;ß íèêîãäà íå ñòàíó òàê[Root.GetOyIm], êàê [From.GetSheHe].;;x
EVTOPTA_ZE_12056;I have seen better days.;;;;;;;;;;;Õðåíîâûé âûäàëñÿ äåí¸ê...;;x
EVTOPTA_ZE_12060;Ouch, my stomach hurts suddenly.;;;;;;;;;;;Îõ. Êàæåòñÿ, ó ìåíÿ æèâîò ðàçáîëåëñÿ.;;x
EVTOPTA_ZE_12062;Indolent brat, I'll show [From.GetHerHim].;;;;;;;;;;;Ìàëåíüê[From.GetAyaIy] ëåíòÿé[From.GetEndKa]! ß [From.GetHerHim] ïîêàæó!;;x
EVTOPTA_ZE_12064;Now I can't use my arm to cut trees.;;;;;;;;;;;Àé! Òåïåðü èç-çà Âàñ ó ìåíÿ ðóêà áîëèò.;;x
EVTOPTA_ZE_12066;Hopeless...;;;;;;;;;;;Íó òâîþ æ...;;x
EVTOPTA_ZE_12070;Race me!;;;;;;;;;;;Íå äîãîíèòå!;;x
EVTOPTA_ZE_12072;Race [From.GetHerHim].;;;;;;;;;;;Ïîáåæàòü çà í[From.GetEyIm].;;x
EVTOPTA_ZE_12074;[From.GetSheHeCap] is so fast.;;;;;;;;;;;[From.GetSheHeCap] òàê[From.GetAyaOy] áûñòð[From.GetAyaYy].;;x
EVTOPTA_ZE_12076;It will change.;;;;;;;;;;;Ýòî ðàíî èëè ïîçäíî èçìåíèòñÿ.;;x
EVTOPTA_ZE_12080;I will sort it out for [conscientious_events_char_1.GetHerHim].;;;;;;;;;;;ß ýòîãî òàê íå îñòàâëþ, ïîðà íàâåñòè òóò ïîðÿäîê.;;x
EVTOPTA_ZE_12082;I'll mess up [From.GetHerHis] chambers.;;;;;;;;;;;ß ñäåëàþ òî æå ñàìîå ñ [From.GetHersHis] êîìíàòîé!;;x
EVTOPTA_ZE_12084;Now I have to clean again.;;;;;;;;;;;Òåïåðü íàäî ñíîâà óáèðàòüñÿ...;;x
EVTOPTA_ZE_12086;Maybe I shouldn't have.;;;;;;;;;;;Ìíå íå ñòîèëî òàê ïîñòóïàòü ñ í[From.GetEyIm].;;x
EVTOPTA_ZE_12090;I can't sleep without it!;;;;;;;;;;;ß íå ìîãó çàñíóòü áåç íå¸!;;x
EVTOPTA_ZE_12092;I'll offer to buy a new one.;;;;;;;;;;;ß ïðåäëîæó [From.GetHerHim] êóïèòü íîâóþ.;;x
EVTOPTA_ZE_12094;It's not the same, I want my toy!;;;;;;;;;;;Íî ÿ õî÷ó ÑÂÎÞ èãðóøêó!;;x
EVTOPTA_ZE_12096;There is no pleasing this child.;;;;;;;;;;;[From.GetSheHeCap] ïðîñòî íåâûíîñèì[From.GetEndA].;;x
EVTOPTA_ZE_12100;I will follow [curious_events_char_1.GetHerHim] to see what [curious_events_char_1.GetSheHe] is up to!;;;;;;;;;;;ß ïîéäó çà í[curious_events_char_1.GetEyIm] è ïîñìîòðþ.;;x
EVTOPTA_ZE_12102;I'll grab [From.GetHerHim] by the ear and have a serious talk.;;;;;;;;;;;ß çàäàì [From.GetHerHim] ñåðü¸çíóþ âçáó÷êó.;;x
EVTOPTA_ZE_12104;[From.GetSheHeCap] is hiding something.;;;;;;;;;;;[From.GetSheHeCap] ÷òî-òî ñêðûâàåò îò ìåíÿ.;;x
EVTOPTA_ZE_12106;Worrying.;;;;;;;;;;;Íäà...;;x
EVTOPTA_ZE_12110;I'll write [idolizer_events_char_1.GetHerHim] a song!;;;;;;;;;;;ß ñî÷èíþ äëÿ í[idolizer_events_char_1.GetHersHis] ïåñíþ!;;x
EVTOPTA_ZE_12112;I can tell stories to impress [From.GetHerHim].;;;;;;;;;;;Íó ÷òî æ, ðàññêàæó [From.GetHerHim] ïàðó èñòîðèé.;;x
EVTOPTA_ZE_12114;I wish [From.GetSheHe] was my [From.GetFatherMother].;;;;;;;;;;;Æàëü, ÷òî [From.GetSheHe] - íå ì[From.GetOyaOy] [From.GetMomDad]à.;;x
EVTOPTA_ZE_12116;I hope I'm a good influence on [From.GetHerHim].;;;;;;;;;;;Íàäåþñü, ñìîãó õîðîøî íà í[From.GetHersHis] ïîâëèÿòü.;;x
EVTOPTA_ZE_12210;I name you Flipper.;;;;;;;;;;;ß íàçîâó òåáÿ Ïðîíûðà.;;x
EVTOPTA_ZE_12211;I'll share my food with [Root.GetHerHim].;;;;;;;;;;;Ïîäåëèòüñÿ åäîé ñ íèì.;;x
EVTOPTA_ZE_12219;I'll never forget you, Flipper!;;;;;;;;;;;Ïðîùàé, Ïðîíûðà, ÿ íå çàáóäó òåáÿ.;;x
EVTOPTA_ZE_12220;Yes, I will serve you!;;;;;;;;;;;Ïðèêàçûâàé, ïîâåëèòåëü...;;x
EVTOPTA_ZE_12221;I will use force to find them!;;;;;;;;;;;ß îáûùó âñ¸, ïîêà íå íàéäó èõ!;;x
EVTOPTA_ZE_12222;I am a hero, his most valuable servant!;;;;;;;;;;;ß - ãåðîé! Åãî ñàì[Root.GetAyaYy] öåíí[Root.GetAyaYy] ñëóãà!;;x
EVTOPTA_ZE_12223;If I hide in the corner maybe he won't find me.;;;;;;;;;;;Ìîæåò, åñëè ÿ ñïðÿ÷óñü â óãëó, îí íå íàéä¸ò ìåíÿ?;;x
EVTOPTA_ZE_12225;I must strike back with all my power!;;;;;;;;;;;Íàäî ñîáðàòüñÿ ñ ñèëàìè è äàòü åìó îòïîð!;;x
EVTOPTA_ZE_12226;I rule in this dungeon!;;;;;;;;;;;Îòíûíå ÿ - ïðàâèòåëü ïîäçåìåëüÿ!;;x
EVTOPTA_ZE_12227;I should never have challenged him!;;;;;;;;;;;ß áîëüøå íèêîãäà íå âñòàíó ó íåãî íà ïóòè.;;x
EVTOPTA_ZE_12230;I'll try and talk to [event_ze_12230_prisoner.GetHerHim]!;;;;;;;;;;;Ïîïðîáóþ çàãîâîðèòü ñ íèì.;;x
EVTOPTA_ZE_12232;Finally someone to talk to!;;;;;;;;;;;Íàêîíåö-òî êòî-òî, ñ êåì ìîæíî ïîãîâîðèòü!;;x
EVTOPTA_ZE_12234;I feel less lonely now.;;;;;;;;;;;Òåïåðü ìíå íå òàê îäèíîêî.;;x
EVTOPTA_ZE_12236;Everybody hates me.;;;;;;;;;;;Âñå íåíàâèäÿò ìåíÿ.;;x
EVTOPTB_ZE_12000;It's our secret, right?;;;;;;;;;;;Ýòî áóäåò íàø ñåêðåò.;;x
EVTOPTB_ZE_12002;It doesn't matter.;;;;;;;;;;;À.. íå âàæíî.;;x
EVTOPTB_ZE_12004;I'll hide so [From.GetSheHe] doesn't find me again.;;;;;;;;;;;ß ñïðÿ÷óñü, ÷òîáû [From.GetSheHe] áîëüøå íå íàø[From.GetLaYol] ìåíÿ.;;x
EVTOPTB_ZE_12010;Yes, I have nicer toys than [affectionate_events_char_1.GetHerHim].;;;;;;;;;;;Äà, ìîè èãðóøêè ëó÷øå ÷åì ó í[affectionate_events_char_1.GetHersHis].;;x
EVTOPTB_ZE_12012;No, those toys are silly anyway!;;;;;;;;;;;Íî îíè òâîè, èãðàé ñ íèìè [From.GetHerselfHimself]!;;x
EVTOPTB_ZE_12014;Let's play again soon!;;;;;;;;;;;Ïîòîì ïîèãðàåì åù¸?;;x
EVTOPTB_ZE_12016;What a nice child!;;;;;;;;;;;Êàêîé ìèëûé ðåá¸íîê.;;x
EVTOPTB_ZE_12020;I must speak up for [timid_events_char_1.GetHerHim]!;;;;;;;;;;;ß äîëæ[Root.GetNaEn] ïîãîâîðèòü ñ í[timid_events_char_1.GetEyIm]!;;x
EVTOPTB_ZE_12022;Alas, I cannot blame the child for being timid.;;;;;;;;;;;×òî ïîäåëàòü, åñëè ðåá¸íîê ñòåñíÿåòñÿ...;;x
EVTOPTB_ZE_12024;I should step forward now, it's not too late!;;;;;;;;;;;Åù¸ íå ïîçäíî, ÿ âñ¸ ðàññêàæó!;;x
EVTOPTB_ZE_12026;I can tell it took courage to speak up.;;;;;;;;;;;Íóæíà ñìåëîñü, ÷òîáû âûñòóïèòü ïåðåä âçðîñëûìè.;;x
EVTOPTB_ZE_12030;It doesn't matter, [rowdy_events_char_1.GetSheHe] can win.;;;;;;;;;;;Íå âàæíî, ïóñòü [rowdy_events_char_1.GetSheHe] ïîáåäèò.;;x
EVTOPTB_ZE_12032;I'll just avoid [From.GetHerHim] from now on.;;;;;;;;;;;Ëó÷øå íå îáùàòüñÿ ñ í[From.GetEyIm].;;x
EVTOPTB_ZE_12034;I'll walk away, it's not worth it.;;;;;;;;;;;Íó è ëàäíî, áîëüíî íàäî!;;x
EVTOPTB_ZE_12036;Let's do it again sometime!;;;;;;;;;;;Áûëî êðóòî! Íàäî áóäåò ïîâòîðèòü!;;x
EVTOPTB_ZE_12040;Give the hat to someone younger.;;;;;;;;;;;Õîðîøî, îòäàéòå å¸ êîìó-íèáóäü ïîìëàäøå.;;x
EVTOPTB_ZE_12042;Give in to demands.;;;;;;;;;;;À ïîïðîáóåì! [From.GetHerHimCap] æå õóæå.;;x
EVTOPTB_ZE_12044;Someone else can make it fit.;;;;;;;;;;;Ïîïðîøó êîãî-íèáóäü äðóãîãî.;;x
EVTOPTB_ZE_12046;At least [From.GetSheHe] knows what [From.GetSheHe] wants.;;;;;;;;;;;Ïî êðàéíåé ìåðå [From.GetSheHe] çíàåò, ÷òî õî÷åò.;;x
EVTOPTB_ZE_12050;Leave [brooding_events_char_1.GetHerHim] alone.;;;;;;;;;;;Îñòàâèòü [brooding_events_char_1.GetHersHis] â ïîêîå.;;x
EVTOPTB_ZE_12052;I'm sorry [From.GetFirstName].;;;;;;;;;;;ß äîëæ[Root.GetNaEn] èçâèíèòüñÿ.;;x
EVTOPTB_ZE_12054;Take some money while [From.GetSheHe] is sleeping.;;;;;;;;;;;Âîçüìó ó í[From.GetHersHis] äåíüãè â êà÷åñòâå êîìïåíñàöèè.;;x
EVTOPTB_ZE_12056;That brat.;;;;;;;;;;;Ì[From.GetBratLong]!;;x
EVTOPTB_ZE_12060;I'll cut down the biggest one.;;;;;;;;;;;ß çàéìóñü ñàìûì áîëüøèì.;;x
EVTOPTB_ZE_12062;Maybe there's something wrong with [From.GetHerHim]?;;;;;;;;;;;À âäðóã [From.GetHerHim] è ïðàâäà íåõîðîøî?;;x
EVTOPTB_ZE_12064;I'm coming, I'm coming!;;;;;;;;;;;Õîðîøî, õîðîøî. ß ïîéäó!;;x
EVTOPTB_ZE_12066;Poor child.;;;;;;;;;;;Áåäíûé ðåá¸íîê.;;x
EVTOPTB_ZE_12070;Help [playful_events_char_1.GetHerHim] with the bags.;;;;;;;;;;;Ïîìî÷ü [playful_events_char_1.GetHerHim] ñ ñóìêàìè.;;x
EVTOPTB_ZE_12072;Lecture [From.GetHerHim] about responsibilities.;;;;;;;;;;;Ðàññêàçàòü [From.GetHerHim] îá îòâåòñòâåííîñòè.;;x
EVTOPTB_ZE_12074;[From.GetFirstName] is a cheater.;;;;;;;;;;;[From.GetSheHeCap] íàâåðíÿêà ñæóëüíè÷àë[From.GetEndA].;;x
EVTOPTB_ZE_12076;[From.GetSheHeCap] will thank me later.;;;;;;;;;;;Ïîòîì [From.GetSheHe] ïîéì¸ò.;;x
EVTOPTB_ZE_12080;So much to do outside.;;;;;;;;;;;Íî íè÷åãî íå ïîäåëàòü, ýòî [conscientious_events_char_1.GetHersHis] êîìíàòà.;;x
EVTOPTB_ZE_12082;Cleaning is not my virtue...;;;;;;;;;;;×èñòîòà è ïîðÿäîê - ýòî ÿâíî íå ìî¸...;;x
EVTOPTB_ZE_12084;[From.GetSheHeCap] is a meanie and I will tell everyone!;;;;;;;;;;;ß âñåì ðàññêàæó!;;x
EVTOPTB_ZE_12086;That little monster.;;;;;;;;;;;Ìàëåíüêîå ÷óäîâèøå.;;x
EVTOPTB_ZE_12090;I'm a big [Root.GetBoyGirl] now.;;;;;;;;;;;ß óæå áîëüø[Root.GetAyaOy] [Root.GetLadLass].;;x
EVTOPTB_ZE_12092;Guess I have to go find it.;;;;;;;;;;;Ïîïðîáóþ íàéòè å¸.;;x
EVTOPTB_ZE_12094;Ok then.;;;;;;;;;;;Íó... ëàäíî.;;x
EVTOPTB_ZE_12096;What a relief.;;;;;;;;;;;Êàêîå îáëåã÷åíèå.;;x
EVTOPTB_ZE_12100;I can play all day!;;;;;;;;;;;ß ìîãó èãðàòü âåñü äåíü!;;x
EVTOPTB_ZE_12102;I can't blame [From.GetHerHim].;;;;;;;;;;;[From.GetSheHeCap] íå âèíîâàò[From.GetEndA].;;x
EVTOPTB_ZE_12104;I should apologize.;;;;;;;;;;;ß äîëæ[Root.GetNaEn] èçâèíèòüñÿ.;;x
EVTOPTB_ZE_12106;There is hope for the child.;;;;;;;;;;;Äëÿ ýòîãî ðåá¸íêà åù¸ íå âñ¸ ïîòåðÿíî.;;x
EVTOPTB_ZE_12110;I should tell the courtiers that I like it here.;;;;;;;;;;;Äðóãèå ïðèäâîðíûå òîæå ìîãóò çàéòè, åñëè õîòÿò.;;x
EVTOPTB_ZE_12112;I'm just a responsible adult.;;;;;;;;;;;ß ëèøü îòâåòñòâåííûé âçðîñëûé.;;x
EVTOPTB_ZE_12114;What a dufus.;;;;;;;;;;;Âûïåíäð¸æíè[From.GetTsaK].;;x
EVTOPTB_ZE_12116;The older they get...;;;;;;;;;;;Âñå êîãäà-òî âçðîñëåþò...;;x
EVTOPTB_ZE_12210;I name you Cuddles.;;;;;;;;;;;ß íàçîâó òåáÿ Ïóøèñòèê.;;x
EVTOPTB_ZE_12211;There's not enough.;;;;;;;;;;;Ìíå áóäåò åãî íå õâàòàòü.;;x
EVTOPTB_ZE_12219;I'll never forget you, Cuddles!;;;;;;;;;;;Ïðîùàé, Ïóøèñòèê, ÿ íå çàáóäó òåáÿ.;;x
EVTOPTB_ZE_12220;Never!;;;;;;;;;;;Íèêîãäà!;;x
EVTOPTB_ZE_12221;I shall use my cunning!;;;;;;;;;;;ß ðåøó ýòó çàãàäêó è íàéäó êàìíè!;;x
EVTOPTB_ZE_12225;I must evade, dodge and use my cunning!;;;;;;;;;;;Èñïîëüçóþ ëîâêîñòü è õèòðîñòü!;;x
EVTOPTB_ZE_12230;What's the point?;;;;;;;;;;;Íó è ÷òî?;;x
EVTOPTB_ZE_12232;I have no need for friends here.;;;;;;;;;;;Ìíå íèêòî íå íóæåí...;;x
EVTOPTC_ZE_12000;I'll pick up a stick and beat [haughty_events_char_1.GetHerHim] instead!;;;;;;;;;;;Âçÿòü ïàëêó è óäàðèòü [haughty_events_char_1.GetHersHis]!;;x
EVTOPTC_ZE_12002;I should bring [From.GetHerHim] some candy later.;;;;;;;;;;;ß äàì [From.GetHerHim] êîíôåòêó.;;x
EVTOPTC_ZE_12004;[From.GetSheHeCap] will find I am a fierce enemy!;;;;;;;;;;;[From.GetSheHeCap] åù¸ íå çíàåò ñ êåì ñâÿçà[From.GetLasLsya]!;;x
EVTOPTC_ZE_12010;I'll talk to [affectionate_events_char_1.GetHerHim]!;;;;;;;;;;;ß ïîãîâîðþ ñ í[affectionate_events_char_1.GetEyIm].;;x
EVTOPTC_ZE_12012;I hate [From.GetHerHim]!;;;;;;;;;;;ß íåíàâèæó [From.GetHersHis]!;;x
EVTOPTC_ZE_12014;I want more friends like this!;;;;;;;;;;;Õîðîøî, êîãäà åñòü äðóçüÿ.;;x
EVTOPTC_ZE_12020;I'll wait a little, [timid_events_char_1.GetSheHe] could come to me...;;;;;;;;;;;Ïîäîæäó íåìíîãî, ïóñòü [timid_events_char_1.GetSheHe] ïîäîéä¸ò...;;x
EVTOPTC_ZE_12022;All is good then!;;;;;;;;;;;Ìîëîäåö!;;x
EVTOPTC_ZE_12024;Umm... no, I have to go.;;;;;;;;;;;Íó... ß íå ìîãó, ìíå ïîðà.;;x
EVTOPTC_ZE_12030;I'll ask [rowdy_events_char_1.GetHerHim]!;;;;;;;;;;;ß ïîïðîøó [rowdy_events_char_1.GetHersHis]!;;x
EVTOPTC_ZE_12032;That's all fine then.;;;;;;;;;;;Ýòî [From.GetHersHis] ïðîáëåìû.;;x
